"d3mIndex","Region","Zone","Year","Month","Date","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","population","population_density","MaizeRetailPrice_li","MaizeProductionQuintal","MaizeYieldQtHa","Fertilizer_Area.HA","Fertilizer_Hectare","Fertilizer_Quintal"
154,"Oromia","Bale",2009,8,"2009-08",73.4704616988235,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1667924,30.3224,4.04938266666667,604793.4,19.5,1000056,290287,149388
155,"Oromia","Borena",2009,6,"2009-06",16.6261156618462,52613,671.0943,51941.91,"ETH","Ethiopia",1136440,21.87906,3.71234577777778,324390.3,18.35,1000056,290287,149388
156,"Oromia","East Shewa",2009,4,"2009-04",44.8313255981818,10053.51,550.7608,9502.751,"ETH","Ethiopia",1851223,8820.061,3.95555533333333,2424170,27.26,1000056,290287,149388
157,"Oromia","East Shewa",2012,2,"2012-02",6.445473102,10053.51,550.7608,9502.751,"ETH","Ethiopia",2012251,9587.269,4.99506133333333,2123350,23.9,1115957,737842,674990
158,"Oromia","Bale",2012,9,"2012-09",112.619321248235,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1826233,33.20041,4.17543211111111,487554.6,18.19,1115957,737842,674990
159,"Oromia","East Shewa",2012,4,"2012-04",106.20412125,10053.51,550.7608,9502.751,"ETH","Ethiopia",2021960,9633.526,5.096296,2123350,23.9,1115957,737842,674990
160,"Oromia","East Shewa",2012,5,"2012-05",42.9775101809091,10053.51,550.7608,9502.751,"ETH","Ethiopia",2026814,9656.655,5.14691333333333,2123350,23.9,1115957,737842,674990
161,"Oromia","Borena",2012,12,"2012-12",30.4181085847692,52613,671.0943,51941.91,"ETH","Ethiopia",1259099,24.24052,6.5,177698.4,18.31,1115957,737842,674990
162,"Oromia","Bale",2012,12,"2012-12",9.23478905735294,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1839231,33.4367,4.28,487554.6,18.19,1115957,737842,674990
163,"Oromia","Borena",2012,11,"2012-11",78.5249935330769,52613,671.0943,51941.91,"ETH","Ethiopia",1256133,24.18342,6,177698.4,18.31,1115957,737842,674990
164,"Oromia","East Shewa",2012,7,"2012-07",301.292176945455,10053.51,550.7608,9502.751,"ETH","Ethiopia",2036523,9702.913,5.248148,2123350,23.9,1115957,737842,674990
165,"Oromia","Borena",2012,7,"2012-07",26.9872966161538,52613,671.0943,51941.91,"ETH","Ethiopia",1244269,23.95501,5.62962966666667,177698.4,18.31,1115957,737842,674990
166,"Oromia","Borena",2012,8,"2012-08",39.9434048323077,52613,671.0943,51941.91,"ETH","Ethiopia",1247235,24.01211,5.58641977777778,177698.4,18.31,1115957,737842,674990
167,"Oromia","East Shewa",2012,10,"2012-10",9.28434010372727,10053.51,550.7608,9502.751,"ETH","Ethiopia",2051086,9772.299,5.4,2123350,23.9,1115957,737842,674990
168,"Oromia","East Shewa",2012,6,"2012-06",84.8837886136364,10053.51,550.7608,9502.751,"ETH","Ethiopia",2031669,9679.784,5.19753066666667,2123350,23.9,1115957,737842,674990
169,"Oromia","Borena",2012,1,"2012-01",16.5562803207692,52613,671.0943,51941.91,"ETH","Ethiopia",1226473,23.6124,5.888889,177698.4,18.31,1115957,737842,674990
170,"Oromia","East Shewa",2012,1,"2012-01",14.8854149590909,10053.51,550.7608,9502.751,"ETH","Ethiopia",2007396,9564.14,4.944444,2123350,23.9,1115957,737842,674990
171,"Oromia","Bale",2012,11,"2012-11",46.3386874793529,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1834898,33.35794,4,487554.6,18.19,1115957,737842,674990
172,"Oromia","Bale",2012,10,"2012-10",102.734827719412,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1830566,33.27917,3.93,487554.6,18.19,1115957,737842,674990
173,"Oromia","East Shewa",2012,12,"2012-12",6.21869190063636,10053.51,550.7608,9502.751,"ETH","Ethiopia",2060795,9818.557,4.5,2123350,23.9,1115957,737842,674990
174,"Oromia","Bale",2012,7,"2012-07",52.5200287782353,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1817568,33.04288,4.66629633333333,487554.6,18.19,1115957,737842,674990
175,"Oromia","East Shewa",2012,9,"2012-09",120.373272354545,10053.51,550.7608,9502.751,"ETH","Ethiopia",2046232,9749.17,5.34938266666667,2123350,23.9,1115957,737842,674990
176,"Oromia","Borena",2012,5,"2012-05",110.054179519231,52613,671.0943,51941.91,"ETH","Ethiopia",1238337,23.84081,5.71604944444444,177698.4,18.31,1115957,737842,674990
177,"Oromia","Borena",2012,6,"2012-06",22.806837137,52613,671.0943,51941.91,"ETH","Ethiopia",1241303,23.89791,5.67283955555556,177698.4,18.31,1115957,737842,674990
178,"Oromia","East Shewa",2012,3,"2012-03",69.0159795409091,10053.51,550.7608,9502.751,"ETH","Ethiopia",2017105,9610.398,5.04567866666667,2123350,23.9,1115957,737842,674990
179,"Oromia","East Shewa",2012,11,"2012-11",5.28020059109091,10053.51,550.7608,9502.751,"ETH","Ethiopia",2055941,9795.428,4.6,2123350,23.9,1115957,737842,674990
180,"Oromia","Bale",2012,8,"2012-08",104.463155118824,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1821901,33.12164,4.42086422222222,487554.6,18.19,1115957,737842,674990
181,"Oromia","Bale",2012,5,"2012-05",125.890204784706,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1808903,32.88535,5.15716055555556,487554.6,18.19,1115957,737842,674990
182,"Oromia","East Shewa",2012,8,"2012-08",256.490697890909,10053.51,550.7608,9502.751,"ETH","Ethiopia",2041377,9726.042,5.29876533333333,2123350,23.9,1115957,737842,674990
183,"Oromia","Bale",2012,3,"2012-03",41.0666167805882,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1800238,32.72782,5.64802477777778,487554.6,18.19,1115957,737842,674990
184,"Oromia","Bale",2012,1,"2012-01",12.9388801976471,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1791573,32.57029,6.138889,487554.6,18.19,1115957,737842,674990
185,"Oromia","Borena",2012,4,"2012-04",160.046144713077,52613,671.0943,51941.91,"ETH","Ethiopia",1235371,23.78371,5.75925933333333,177698.4,18.31,1115957,737842,674990
186,"Oromia","Borena",2012,10,"2012-10",128.731639289231,52613,671.0943,51941.91,"ETH","Ethiopia",1253167,24.12632,5.5,177698.4,18.31,1115957,737842,674990
187,"Oromia","Borena",2012,2,"2012-02",10.2506422170769,52613,671.0943,51941.91,"ETH","Ethiopia",1229439,23.6695,5.84567911111111,177698.4,18.31,1115957,737842,674990
188,"Oromia","Borena",2012,9,"2012-09",67.3048718123077,52613,671.0943,51941.91,"ETH","Ethiopia",1250201,24.06921,5.54320988888889,177698.4,18.31,1115957,737842,674990
189,"Oromia","Bale",2012,6,"2012-06",32.4842415133529,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1813235,32.96412,4.91172844444444,487554.6,18.19,1115957,737842,674990
190,"Oromia","Borena",2012,3,"2012-03",60.2680059161538,52613,671.0943,51941.91,"ETH","Ethiopia",1232405,23.7266,5.80246922222222,177698.4,18.31,1115957,737842,674990
191,"Oromia","Bale",2012,2,"2012-02",9.56036269552941,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1795905,32.64906,5.89345688888889,487554.6,18.19,1115957,737842,674990
192,"Oromia","Bale",2012,4,"2012-04",189.354841470588,55006.53,0.1850819,55006.35,"ETH","Ethiopia",1804570,32.80659,5.40259266666667,487554.6,18.19,1115957,737842,674990
193,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,9,"2008-09",196.491073225,4488.779,5.804249,4482.975,"ETH","Ethiopia",1729774,385.854,3.2,380729.9,19.21,280446,136428,124676
194,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,11,"2008-11",94.2408042158333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1737851,387.6558,2.7,380729.9,19.21,280446,136428,124676
195,"Southern Nations, Nationalities, and People's Region","Sidama",2008,9,"2008-09",206.264539165,6655.684,13.08906,6642.595,"ETH","Ethiopia",3702368,2126.158,3.615873,732541.1,20.97,280446,136428,124676
196,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,2,"2008-02",14.6166141316667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1701503,379.5478,4.6,380729.9,19.21,280446,136428,124676
197,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,3,"2008-03",42.5820799008333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1705542,380.4487,4.4,380729.9,19.21,280446,136428,124676
198,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,8,"2008-08",154.842218675,4488.779,5.804249,4482.975,"ETH","Ethiopia",1725735,384.9531,3.4,380729.9,19.21,280446,136428,124676
199,"Southern Nations, Nationalities, and People's Region","Sidama",2008,5,"2008-05",208.661735825,6655.684,13.08906,6642.595,"ETH","Ethiopia",3667791,2106.301,4.079365,732541.1,20.97,280446,136428,124676
200,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2008,12,"2008-12",10.1985099831333,12192.71,635.3314,11557.38,"ETH","Ethiopia",1848638,159.953,2.4,235493,12.29,280446,136428,124676
201,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2008,8,"2008-08",117.894935186667,12192.71,635.3314,11557.38,"ETH","Ethiopia",1831494,158.4696,3.30370377777778,235493,12.29,280446,136428,124676
202,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,1,"2008-01",20.7376364175,4488.779,5.804249,4482.975,"ETH","Ethiopia",1697465,378.6469,4.8,380729.9,19.21,280446,136428,124676
203,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,10,"2008-10",157.601462733333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1733812,386.7549,3,380729.9,19.21,280446,136428,124676
204,"Southern Nations, Nationalities, and People's Region","Sidama",2008,1,"2008-01",25.582349712,6655.684,13.08906,6642.595,"ETH","Ethiopia",3633215,2086.445,4.542857,732541.1,20.97,280446,136428,124676
205,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,12,"2008-12",8.990613078,4488.779,5.804249,4482.975,"ETH","Ethiopia",1741890,388.5566,3,380729.9,19.21,280446,136428,124676
206,"Southern Nations, Nationalities, and People's Region","Sidama",2008,8,"2008-08",145.232171795,6655.684,13.08906,6642.595,"ETH","Ethiopia",3693724,2121.194,3.731746,732541.1,20.97,280446,136428,124676
207,"Southern Nations, Nationalities, and People's Region","Sidama",2008,7,"2008-07",128.927185891,6655.684,13.08906,6642.595,"ETH","Ethiopia",3685080,2116.23,3.847619,732541.1,20.97,280446,136428,124676
208,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,4,"2008-04",152.641589441667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1709581,381.3496,4.2,380729.9,19.21,280446,136428,124676
209,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2008,2,"2008-02",16.9892546473333,12192.71,635.3314,11557.38,"ETH","Ethiopia",1805777,156.2445,4.21481511111111,235493,12.29,280446,136428,124676
210,"Southern Nations, Nationalities, and People's Region","Sidama",2008,2,"2008-02",22.57697188305,6655.684,13.08906,6642.595,"ETH","Ethiopia",3641859,2091.409,4.426984,732541.1,20.97,280446,136428,124676
211,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,6,"2008-06",168.354594316667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1717658,383.1513,3.8,380729.9,19.21,280446,136428,124676
212,"Southern Nations, Nationalities, and People's Region","Gedeo",2008,11,"2008-11",122.990213466667,1354.589,0,1354.589,"ETH","Ethiopia",981081.2,724.2648,3.5,149212.8,22.29,280446,136428,124676
213,"Southern Nations, Nationalities, and People's Region","Gedeo",2008,7,"2008-07",88.5982928433333,1354.589,0,1354.589,"ETH","Ethiopia",971961.5,717.5324,4.07777766666667,149212.8,22.29,280446,136428,124676
214,"Southern Nations, Nationalities, and People's Region","Gedeo",2008,3,"2008-03",71.4229210566667,1354.589,0,1354.589,"ETH","Ethiopia",962841.8,710.8,4.18148122222222,149212.8,22.29,280446,136428,124676
215,"Southern Nations, Nationalities, and People's Region","Gedeo",2008,9,"2008-09",200.92757225,1354.589,0,1354.589,"ETH","Ethiopia",976521.3,720.8986,4.02592588888889,149212.8,22.29,280446,136428,124676
216,"Southern Nations, Nationalities, and People's Region","Gedeo",2008,8,"2008-08",94.3811547566667,1354.589,0,1354.589,"ETH","Ethiopia",974241.4,719.2155,4.05185177777778,149212.8,22.29,280446,136428,124676
217,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,7,"2008-07",160.301911491667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1721697,384.0522,3.6,380729.9,19.21,280446,136428,124676
218,"Southern Nations, Nationalities, and People's Region","Gedeo",2008,10,"2008-10",221.63379315,1354.589,0,1354.589,"ETH","Ethiopia",978801.2,722.5817,4,149212.8,22.29,280446,136428,124676
219,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2008,5,"2008-05",137.16731352,12192.71,635.3314,11557.38,"ETH","Ethiopia",1818635,157.3571,3.75925944444444,235493,12.29,280446,136428,124676
220,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2008,7,"2008-07",109.854601004667,12192.71,635.3314,11557.38,"ETH","Ethiopia",1827208,158.0988,3.45555566666667,235493,12.29,280446,136428,124676
221,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2008,6,"2008-06",146.587852953333,12192.71,635.3314,11557.38,"ETH","Ethiopia",1822921,157.7279,3.60740755555556,235493,12.29,280446,136428,124676
222,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2008,10,"2008-10",182.4816756,12192.71,635.3314,11557.38,"ETH","Ethiopia",1840066,159.2113,3,235493,12.29,280446,136428,124676
223,"Southern Nations, Nationalities, and People's Region","Gedeo",2008,1,"2008-01",13.6372087506667,1354.589,0,1354.589,"ETH","Ethiopia",958282,707.4337,4.233333,149212.8,22.29,280446,136428,124676
224,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2008,4,"2008-04",195.100725753333,12192.71,635.3314,11557.38,"ETH","Ethiopia",1814349,156.9862,3.91111133333333,235493,12.29,280446,136428,124676
225,"Southern Nations, Nationalities, and People's Region","Gedeo",2008,6,"2008-06",121.061950243333,1354.589,0,1354.589,"ETH","Ethiopia",969681.6,715.8493,4.10370355555556,149212.8,22.29,280446,136428,124676
226,"Southern Nations, Nationalities, and People's Region","Gedeo",2008,12,"2008-12",12.081398633,1354.589,0,1354.589,"ETH","Ethiopia",983361.1,725.9479,3.7,149212.8,22.29,280446,136428,124676
227,"Southern Nations, Nationalities, and People's Region","Gedeo",2008,4,"2008-04",214.825673433333,1354.589,0,1354.589,"ETH","Ethiopia",965121.8,712.4831,4.15555533333333,149212.8,22.29,280446,136428,124676
228,"Southern Nations, Nationalities, and People's Region","Gedeo",2008,2,"2008-02",18.78610106,1354.589,0,1354.589,"ETH","Ethiopia",960561.9,709.1168,4.20740711111111,149212.8,22.29,280446,136428,124676
229,"Southern Nations, Nationalities, and People's Region","Sidama",2008,11,"2008-11",115.696372765,6655.684,13.08906,6642.595,"ETH","Ethiopia",3719656,2136.086,3,732541.1,20.97,280446,136428,124676
230,"Southern Nations, Nationalities, and People's Region","Sidama",2008,10,"2008-10",200.933453095,6655.684,13.08906,6642.595,"ETH","Ethiopia",3711012,2131.122,3.5,732541.1,20.97,280446,136428,124676
231,"Southern Nations, Nationalities, and People's Region","Gedeo",2008,5,"2008-05",172.3071517,1354.589,0,1354.589,"ETH","Ethiopia",967401.7,714.1662,4.12962944444444,149212.8,22.29,280446,136428,124676
232,"Southern Nations, Nationalities, and People's Region","Wolayita",2008,5,"2008-05",148.463281216667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1713619,382.2505,4,380729.9,19.21,280446,136428,124676
233,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2008,11,"2008-11",114.832998831333,12192.71,635.3314,11557.38,"ETH","Ethiopia",1844352,159.5822,2.6,235493,12.29,280446,136428,124676
234,"Southern Nations, Nationalities, and People's Region","Sidama",2008,4,"2008-04",178.244946115,6655.684,13.08906,6642.595,"ETH","Ethiopia",3659147,2101.337,4.195238,732541.1,20.97,280446,136428,124676
235,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2008,9,"2008-09",211.443533046667,12192.71,635.3314,11557.38,"ETH","Ethiopia",1835780,158.8405,3.15185188888889,235493,12.29,280446,136428,124676
236,"Southern Nations, Nationalities, and People's Region","Sidama",2008,3,"2008-03",54.1124745485,6655.684,13.08906,6642.595,"ETH","Ethiopia",3650503,2096.373,4.311111,732541.1,20.97,280446,136428,124676
237,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2008,1,"2008-01",17.9762840701333,12192.71,635.3314,11557.38,"ETH","Ethiopia",1801491,155.8737,4.366667,235493,12.29,280446,136428,124676
238,"Southern Nations, Nationalities, and People's Region","Sidama",2008,6,"2008-06",159.75015949,6655.684,13.08906,6642.595,"ETH","Ethiopia",3676435,2111.266,3.963492,732541.1,20.97,280446,136428,124676
239,"Southern Nations, Nationalities, and People's Region","Sidama",2008,12,"2008-12",19.6972214001,6655.684,13.08906,6642.595,"ETH","Ethiopia",3728300,2141.05,3.7,732541.1,20.97,280446,136428,124676
240,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2008,3,"2008-03",63.069129322,12192.71,635.3314,11557.38,"ETH","Ethiopia",1810063,156.6154,4.06296322222222,235493,12.29,280446,136428,124676
241,"Southern Nations, Nationalities, and People's Region","Sidama",2009,12,"2009-12",86.855077892,6655.684,13.08906,6642.595,"ETH","Ethiopia",3832030,2200.619,3,1036097,22.05,278928,136507,139388
242,"Southern Nations, Nationalities, and People's Region","Sidama",2009,9,"2009-09",147.81664887,6655.684,13.08906,6642.595,"ETH","Ethiopia",3806097,2185.726,3.87395066666667,1036097,22.05,278928,136507,139388
243,"Southern Nations, Nationalities, and People's Region","Sidama",2009,11,"2009-11",33.2434665975,6655.684,13.08906,6642.595,"ETH","Ethiopia",3823386,2195.655,3,1036097,22.05,278928,136507,139388
244,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2009,6,"2009-06",60.9248073253333,12192.71,635.3314,11557.38,"ETH","Ethiopia",1874354,162.1781,3.451852,361932.9,13.33,278928,136507,139388
245,"Southern Nations, Nationalities, and People's Region","Sidama",2009,4,"2009-04",161.795543662,6655.684,13.08906,6642.595,"ETH","Ethiopia",3762877,2160.906,3.843704,1036097,22.05,278928,136507,139388
246,"Southern Nations, Nationalities, and People's Region","Gedeo",2009,11,"2009-11",35.8593923483333,1354.589,0,1354.589,"ETH","Ethiopia",1008440,744.4621,3.75,58399,17.45,278928,136507,139388
247,"Southern Nations, Nationalities, and People's Region","Gedeo",2009,5,"2009-05",209.9858285,1354.589,0,1354.589,"ETH","Ethiopia",994760.7,734.3634,3.89148166666667,58399,17.45,278928,136507,139388
248,"Southern Nations, Nationalities, and People's Region","Gedeo",2009,12,"2009-12",65.8163653633333,1354.589,0,1354.589,"ETH","Ethiopia",1010720,746.1452,4,58399,17.45,278928,136507,139388
249,"Southern Nations, Nationalities, and People's Region","Gedeo",2009,7,"2009-07",53.38109124,1354.589,0,1354.589,"ETH","Ethiopia",999320.5,737.7297,3.918889,58399,17.45,278928,136507,139388
250,"Southern Nations, Nationalities, and People's Region","Sidama",2009,3,"2009-03",85.1420435405,6655.684,13.08906,6642.595,"ETH","Ethiopia",3754233,2155.942,3.83765466666667,1036097,22.05,278928,136507,139388
251,"Southern Nations, Nationalities, and People's Region","Gedeo",2009,3,"2009-03",58.57448126,1354.589,0,1354.589,"ETH","Ethiopia",990200.8,730.9972,3.86407433333333,58399,17.45,278928,136507,139388
252,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2009,8,"2009-08",100.054407554667,12192.71,635.3314,11557.38,"ETH","Ethiopia",1882927,162.9198,3.425926,361932.9,13.33,278928,136507,139388
253,"Southern Nations, Nationalities, and People's Region","Gedeo",2009,10,"2009-10",154.9703026,1354.589,0,1354.589,"ETH","Ethiopia",1006160,742.779,3.96,58399,17.45,278928,136507,139388
254,"Southern Nations, Nationalities, and People's Region","Gedeo",2009,4,"2009-04",216.407944983333,1354.589,0,1354.589,"ETH","Ethiopia",992480.8,732.6803,3.877778,58399,17.45,278928,136507,139388
255,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2009,11,"2009-11",43.483119224,12192.71,635.3314,11557.38,"ETH","Ethiopia",1895785,164.0324,3,361932.9,13.33,278928,136507,139388
256,"Southern Nations, Nationalities, and People's Region","Sidama",2009,8,"2009-08",131.3643070945,6655.684,13.08906,6642.595,"ETH","Ethiopia",3797453,2180.762,3.86790133333333,1036097,22.05,278928,136507,139388
257,"Southern Nations, Nationalities, and People's Region","Sidama",2009,1,"2009-01",61.591252961,6655.684,13.08906,6642.595,"ETH","Ethiopia",3736944,2146.014,3.825556,1036097,22.05,278928,136507,139388
258,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2009,5,"2009-05",153.079384133333,12192.71,635.3314,11557.38,"ETH","Ethiopia",1870068,161.8073,3.464815,361932.9,13.33,278928,136507,139388
259,"Southern Nations, Nationalities, and People's Region","Sidama",2009,7,"2009-07",83.2481094165,6655.684,13.08906,6642.595,"ETH","Ethiopia",3788809,2175.798,3.861852,1036097,22.05,278928,136507,139388
260,"Southern Nations, Nationalities, and People's Region","Sidama",2009,10,"2009-10",167.099397675,6655.684,13.08906,6642.595,"ETH","Ethiopia",3814742,2190.691,3.88,1036097,22.05,278928,136507,139388
261,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2009,10,"2009-10",190.43755256,12192.71,635.3314,11557.38,"ETH","Ethiopia",1891499,163.6615,3.4,361932.9,13.33,278928,136507,139388
262,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2009,4,"2009-04",171.09145614,12192.71,635.3314,11557.38,"ETH","Ethiopia",1865782,161.4364,3.477778,361932.9,13.33,278928,136507,139388
263,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2009,3,"2009-03",82.005269414,12192.71,635.3314,11557.38,"ETH","Ethiopia",1861496,161.0656,3.490741,361932.9,13.33,278928,136507,139388
264,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2009,1,"2009-01",49.481656146,12192.71,635.3314,11557.38,"ETH","Ethiopia",1852924,160.3239,3.516667,361932.9,13.33,278928,136507,139388
265,"Southern Nations, Nationalities, and People's Region","Gedeo",2009,8,"2009-08",86.0949049166667,1354.589,0,1354.589,"ETH","Ethiopia",1001600,739.4128,3.93259266666667,58399,17.45,278928,136507,139388
266,"Southern Nations, Nationalities, and People's Region","Sidama",2009,2,"2009-02",33.849714244,6655.684,13.08906,6642.595,"ETH","Ethiopia",3745589,2150.978,3.83160533333333,1036097,22.05,278928,136507,139388
267,"Southern Nations, Nationalities, and People's Region","Sidama",2009,5,"2009-05",181.890265235,6655.684,13.08906,6642.595,"ETH","Ethiopia",3771521,2165.87,3.84975333333333,1036097,22.05,278928,136507,139388
268,"Southern Nations, Nationalities, and People's Region","Gedeo",2009,9,"2009-09",124.843421583333,1354.589,0,1354.589,"ETH","Ethiopia",1003880,741.0959,3.94629633333333,58399,17.45,278928,136507,139388
269,"Southern Nations, Nationalities, and People's Region","Gedeo",2009,1,"2009-01",55.2553086683333,1354.589,0,1354.589,"ETH","Ethiopia",985641,727.631,3.836667,58399,17.45,278928,136507,139388
270,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2009,12,"2009-12",113.974421690667,12192.71,635.3314,11557.38,"ETH","Ethiopia",1900071,164.4032,3.35,361932.9,13.33,278928,136507,139388
271,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2009,2,"2009-02",28.7475778246667,12192.71,635.3314,11557.38,"ETH","Ethiopia",1857210,160.6947,3.503704,361932.9,13.33,278928,136507,139388
272,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2009,9,"2009-09",109.906364986,12192.71,635.3314,11557.38,"ETH","Ethiopia",1887213,163.2907,3.412963,361932.9,13.33,278928,136507,139388
273,"Southern Nations, Nationalities, and People's Region","Sidama",2009,6,"2009-06",78.9250230545,6655.684,13.08906,6642.595,"ETH","Ethiopia",3780165,2170.834,3.85580266666667,1036097,22.05,278928,136507,139388
274,"Southern Nations, Nationalities, and People's Region","Gamo Gofa",2009,7,"2009-07",51.4206401653333,12192.71,635.3314,11557.38,"ETH","Ethiopia",1878640,162.549,3.438889,361932.9,13.33,278928,136507,139388
275,"Southern Nations, Nationalities, and People's Region","Gedeo",2009,2,"2009-02",19.2145588783333,1354.589,0,1354.589,"ETH","Ethiopia",987920.9,729.3141,3.85037066666667,58399,17.45,278928,136507,139388
276,"Southern Nations, Nationalities, and People's Region","Gedeo",2009,6,"2009-06",68.475407915,1354.589,0,1354.589,"ETH","Ethiopia",997040.6,736.0466,3.90518533333333,58399,17.45,278928,136507,139388
277,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,4,"2010-04",194.857242766667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1807636,403.2224,2.53740733333333,378230.8,18.19,237355,128650,144819
278,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,10,"2010-10",93.3717624558333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1834124,409.1311,1.9,378230.8,18.19,237355,128650,144819
279,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,3,"2010-03",162.046209883333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1803221,402.2376,2.64364188888889,378230.8,18.19,237355,128650,144819
280,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,5,"2010-05",219.143745366667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1812051,404.2072,2.43117277777778,378230.8,18.19,237355,128650,144819
281,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,2,"2010-02",68.5314063116667,4488.779,5.804249,4482.975,"ETH","Ethiopia",1798807,401.2529,2.74987644444444,378230.8,18.19,237355,128650,144819
282,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,7,"2010-07",132.789199958333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1820880,406.1767,2.21870366666667,378230.8,18.19,237355,128650,144819
283,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,12,"2010-12",14.4910403079167,4488.779,5.804249,4482.975,"ETH","Ethiopia",1842954,411.1006,2.34,378230.8,18.19,237355,128650,144819
284,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,6,"2010-06",171.637383158333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1816466,405.192,2.32493822222222,378230.8,18.19,237355,128650,144819
285,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,11,"2010-11",43.7010473958333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1838539,410.1158,2.3,378230.8,18.19,237355,128650,144819
286,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,8,"2010-08",117.95951325,4488.779,5.804249,4482.975,"ETH","Ethiopia",1825295,407.1615,2.11246911111111,378230.8,18.19,237355,128650,144819
287,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,9,"2010-09",144.622704783333,4488.779,5.804249,4482.975,"ETH","Ethiopia",1829710,408.1463,2.00623455555556,378230.8,18.19,237355,128650,144819
288,"Southern Nations, Nationalities, and People's Region","Wolayita",2010,1,"2010-01",40.3720703875,4488.779,5.804249,4482.975,"ETH","Ethiopia",1794392,400.2681,2.856111,378230.8,18.19,237355,128650,144819
289,"Southern Nations, Nationalities, and People's Region","Sidama",2012,6,"2012-06",127.049544382,6655.684,13.08906,6642.595,"ETH","Ethiopia",4114701,2362.948,5.37037016666667,537228.8,27.53,305205,165005,160562
