"d3mIndex","WoredaName","Year","Total_Malaria_Confirmed_and_Clinical","TMalaria_OutP_Cases","TMalaria_InP_Cases","TMalaria_InP_Deaths","TMSuspected_Fever_Examined","PosMalaria_RDT_or_Microscopy_PF_OutP_Cases","PosMalaria_RDT_or_Microscopy_PV_OutP_Cases","Meningits_total_Cases","Meningitis_OutP_Cases","Meningitis_InP_Cases","Meningitis_InP_Deaths","Dysentery_total_Cases","Dysentery_OutP_Cases","Dysentery_InP_Cases","Dysentery_InP_Deaths","Typhoid_fever_Total_cases","Typhoid_fever_OutP_Cases","Typhoid_fever_InP_Cases","Typhoid_fever_InP_Deaths","Relapsing_fever_total_Cases","Relapsing_fever_OutP_Cases","Relapsing_fever_InP_Cases","Relapsing_fever_InP_Deaths","Epidemic_Typhus_Total_Cases","Epidemic_Typhus_OutP_Cases","Epidemic_Typhus_InP_Cases","Epidemic_Typhus_InP_Deaths","Malnutrition_total_Cases","Malnutrition_OutP_Cases","Malnutrition_InP_Cases","Malnutrition_InP_Deaths","AFP_Polio_Cases","AFP_Polio_Deaths","Anthrax_Cases","Anthrax_Deaths","Cholera_AWD_Cases","Cholera_AWD_Deaths","Dracunculiasis_Guinea_worm_Cases","Dracunculiasis_Guinea_worm_Deaths","Measles_Cases","Measles_Deaths","Neonatal_Tetanus_Cases","Neonatal_Tetanus_Deaths","Pandemic_Influenza_Cases","Pandemic_Influenza_Deaths","Rabies_Cases","Rabies_Deaths","SARS_Cases","SARS_Deaths","Small_pox_Cases","Small_pox_Deaths","Viral_hemorrhagic_fever_Cases","Viral_hemorrhagic_fever_Deaths","Yellow_fever_Cases","Yellow_fever_Deaths","Maternal_Death","Other_1_Cases","Other_1_Deaths","Other_2_Cases","Other_2_Deaths","Other_3_Cases","Other_3_Deaths","No_of_Gov_HPs_expected_by_RHB","No_of_Gov_HCs_expected_by_RHB","No_of_Gov_Hosps_expected_by_RHB","No_of_NGOHF_expected_by_RHB","No_of_OtherHFs_expected_by_RHB","No_of_Gov_HPs_Reported","No_of_Gov_HCs_Reported","All_Total_sites_Reported","All_Total_sites_Expected_by_RHB","Total_Gov_sites_Reported","RegionName","ZoneName"
1671,"Motta",2017,74,74,0,0,1454,12,62,0,0,0,0,85,85,0,0,1006,1006,0,0,0,0,0,0,885,885,0,0,6,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,156,0,52,198,208,52,"Amhara","East Gojjam"
1672,"Motta",2018,69,69,0,0,1133,29,40,0,0,0,0,118,118,0,0,1480,1480,0,0,0,0,0,0,2228,2228,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,156,0,52,200,208,52,"Amhara","East Gojjam"
1673,"Motta Hospital",2017,22,21,1,0,2414,8,10,17,7,10,1,9,9,0,0,82,81,1,0,0,0,0,0,0,0,0,0,49,17,32,2,0,0,0,0,15,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,52,0,0,0,0,51,52,51,"Amhara","East Gojjam"
1674,"Motta Hospital",2018,40,35,5,0,2449,26,11,2,0,2,0,26,26,0,0,226,226,0,0,0,0,0,0,200,200,0,0,68,14,54,3,4,0,7,0,0,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,52,0,0,0,0,51,52,51,"Amhara","East Gojjam"
1675,"Moyale",2017,282,282,0,0,203,183,42,0,0,0,0,214,214,0,0,140,140,0,0,0,0,0,0,0,0,0,0,419,417,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,97,0,0,0,775,95,870,880,870,"Oromia","Borena"
1676,"Moyale",2018,353,353,0,0,1286,151,63,0,0,0,0,521,521,0,0,299,299,0,0,0,0,0,0,0,0,0,0,526,526,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106,245,0,0,164,999,232,1391,1515,1231,"Oromia","Borena"
1677,"Moyale Hospital",2017,1,1,0,0,36,1,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,"Oromia","Borena"
1678,"Moyale Hospital",2018,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,"Oromia","Borena"
1679,"Mubarak",2017,179,179,0,0,159,110,30,0,0,0,0,128,128,0,0,118,118,0,0,0,0,0,0,0,0,0,0,202,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,48,0,0,0,144,48,192,192,192,"Somali","Liben"
1680,"Mubarak",2018,105,105,0,0,92,61,25,0,0,0,0,161,161,0,0,71,71,0,0,0,0,0,0,0,0,0,0,333,333,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,65,0,0,0,296,65,361,363,361,"Somali","Liben"
1681,"Mullo",2017,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,507,507,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,400,100,0,0,0,394,100,494,500,494,"Oromia","Finfine Zuria"
1682,"Mullo",2018,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,426,426,0,0,0,0,0,0,18,18,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,94,0,5,0,345,86,486,475,431,"Oromia","Finfine Zuria"
1683,"Munesa",2017,6,6,0,0,51,3,2,0,0,0,0,79,79,0,0,429,429,0,0,0,0,0,0,30,30,0,0,41,37,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1536,332,44,48,240,1398,301,1840,2200,1731,"Oromia","Arsi"
1684,"Munesa",2018,5,5,0,0,47,2,2,0,0,0,0,134,134,0,0,2336,2336,0,0,0,0,0,0,0,0,0,0,68,65,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1504,329,47,47,235,1182,255,1470,2162,1468,"Oromia","Arsi"
1685,"Mustahil",2017,1098,1098,0,0,738,502,142,0,0,0,0,191,191,0,0,93,93,0,0,0,0,0,0,0,0,0,0,533,533,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,94,0,0,0,703,78,781,799,781,"Somali","SHABEELE"
1686,"Mustahil",2018,1502,1502,0,0,913,463,158,0,0,0,0,146,146,0,0,3,3,0,0,0,0,0,0,0,0,0,0,933,928,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,84,0,0,0,607,84,691,691,691,"Somali","SHABEELE"
1687,"N.Jigjiga",2017,37,37,0,0,50,29,5,0,0,0,0,35,35,0,0,31,31,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,45,0,0,0,190,54,247,255,247,"Somali","FAAFAN"
1688,"N.Jigjiga",2018,42,42,0,0,25,9,2,3,3,0,0,44,44,0,0,26,26,0,0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,29,0,0,0,141,7,148,171,148,"Somali","FAAFAN"
1689,"Nader Adet",2017,3075,3075,0,0,9488,2311,785,9,9,0,0,2632,2632,0,0,4,4,0,0,0,0,0,0,0,0,0,0,247,247,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,306,0,0,0,1173,306,1479,1479,1479,"Tigray","Central Tigray"
1690,"Nader Adet",2018,2253,2253,0,0,7190,1738,511,0,0,0,0,2375,2375,0,0,2,2,0,0,0,0,0,0,0,0,0,0,189,189,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1196,312,0,0,0,1196,312,1508,1508,1508,"Tigray","Central Tigray"
1691,"Nefas Silk Lafto",2017,1035,1035,0,1,2379,319,716,5,1,4,0,2357,2357,0,0,21035,21035,0,0,17,14,3,0,15957,15957,0,0,71,62,9,0,0,0,0,0,17,0,0,0,91,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,423,1,0,5806,0,421,5707,6230,422,"Addis Ababa","Nefas Silk Lafto"
1692,"Nefas Silk Lafto Woreda01",2017,4,4,0,0,2,0,4,0,0,0,0,4,4,0,0,183,183,0,0,0,0,0,0,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,72,0,4,66,76,4,"Addis Ababa","Nefas Silk Lafto"
1693,"Nefas Silk Lafto Woreda01",2018,43,43,0,0,44,16,27,1,1,0,0,136,136,0,0,2411,2411,0,0,0,0,0,0,2303,2303,0,0,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,0,0,936,0,48,934,988,48,"Addis Ababa","Nefas Silk Lafto"
1694,"Nefas Silk Lafto Woreda02",2017,6,6,0,0,8,1,5,0,0,0,0,6,6,0,0,128,128,0,0,0,0,0,0,113,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,44,0,4,42,48,4,"Addis Ababa","Nefas Silk Lafto"
1695,"Nefas Silk Lafto Woreda02",2018,49,49,0,0,52,4,45,2,2,0,0,116,116,0,0,2548,2547,1,0,3,3,0,0,2030,2028,2,0,21,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,0,0,572,0,49,587,624,49,"Addis Ababa","Nefas Silk Lafto"
1696,"Nefas Silk Lafto Woreda03",2017,2,2,0,0,2,1,1,0,0,0,0,68,68,0,0,27,27,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,48,0,4,32,52,4,"Addis Ababa","Nefas Silk Lafto"
1697,"Nefas Silk Lafto Woreda03",2018,38,38,0,0,38,14,24,2,2,0,0,976,976,0,0,526,526,0,0,47,47,0,0,933,933,0,0,32,32,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,624,0,47,472,676,47,"Addis Ababa","Nefas Silk Lafto"
1698,"Nefas Silk Lafto Woreda04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,12,0,"Addis Ababa","Nefas Silk Lafto"
1699,"Nefas Silk Lafto Woreda04",2018,3,3,0,0,5,1,2,0,0,0,0,96,96,0,0,113,113,0,0,0,0,0,0,226,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,156,0,48,180,204,48,"Addis Ababa","Nefas Silk Lafto"
1700,"Nefas Silk Lafto Woreda05",2017,12,12,0,0,40,3,9,0,0,0,0,1,1,0,0,59,59,0,0,0,0,0,0,44,44,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,4,18,18,4,"Addis Ababa","Nefas Silk Lafto"
1701,"Nefas Silk Lafto Woreda05",2018,99,99,0,0,624,12,87,0,0,0,0,77,77,0,0,1025,1025,0,0,0,0,0,0,798,798,0,0,13,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,208,0,51,252,260,51,"Addis Ababa","Nefas Silk Lafto"
1702,"Nefas Silk Lafto Woreda06",2017,17,17,0,0,74,5,12,0,0,0,0,6,6,0,0,153,153,0,0,0,0,0,0,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,52,0,3,52,56,3,"Addis Ababa","Nefas Silk Lafto"
1703,"Nefas Silk Lafto Woreda06",2018,201,201,0,0,933,44,157,2,2,0,0,62,62,0,0,1955,1955,0,0,0,0,0,0,1951,1951,0,0,6,6,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,676,0,51,624,728,51,"Addis Ababa","Nefas Silk Lafto"
1704,"Nefas Silk Lafto Woreda07",2017,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,12,0,"Addis Ababa","Nefas Silk Lafto"
1705,"Nefas Silk Lafto Woreda07",2018,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,27,27,0,0,1,1,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,156,0,0,140,156,0,"Addis Ababa","Nefas Silk Lafto"
1706,"Nefas Silk Lafto Woreda08",2017,6,6,0,0,9,4,2,0,0,0,0,20,20,0,0,9,9,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8,0,"Addis Ababa","Nefas Silk Lafto"
1707,"Nefas Silk Lafto Woreda08",2018,51,51,0,0,130,9,42,1,1,0,0,136,136,0,0,329,329,0,0,1,1,0,0,311,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104,0,0,101,104,0,"Addis Ababa","Nefas Silk Lafto"
1708,"Nefas Silk Lafto Woreda09",2017,4,4,0,0,13,1,3,0,0,0,0,0,0,0,0,166,166,0,0,0,0,0,0,99,99,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32,0,4,36,36,4,"Addis Ababa","Nefas Silk Lafto"
1709,"Nefas Silk Lafto Woreda09",2018,63,63,0,0,103,14,49,0,0,0,0,28,28,0,0,2202,2202,0,0,2,2,0,0,1412,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,416,0,52,441,468,52,"Addis Ababa","Nefas Silk Lafto"
1710,"Nefas Silk Lafto Woreda10",2017,9,9,0,0,34,0,9,0,0,0,0,12,12,0,0,94,94,0,0,2,2,0,0,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,44,0,4,44,48,4,"Addis Ababa","Nefas Silk Lafto"
1711,"Nefas Silk Lafto Woreda10",2018,42,42,0,0,540,4,38,0,0,0,0,301,301,0,0,1558,1558,0,0,0,0,0,0,1357,1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,572,0,52,568,624,52,"Addis Ababa","Nefas Silk Lafto"
1712,"Nefas Silk Lafto Woreda11",2017,5,5,0,0,5,1,4,0,0,0,0,14,14,0,0,348,348,0,0,0,0,0,0,295,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,64,0,4,66,68,4,"Addis Ababa","Nefas Silk Lafto"
1713,"Nefas Silk Lafto Woreda11",2018,48,48,0,0,55,8,40,0,0,0,0,157,157,0,0,5405,5405,0,0,0,0,0,0,4810,4810,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,52,0,0,832,0,52,884,884,52,"Addis Ababa","Nefas Silk Lafto"
1714,"Nefas Silk Lafto Woreda12",2017,9,9,0,0,9,3,6,0,0,0,0,9,9,0,0,186,186,0,0,0,0,0,0,184,184,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,52,0,4,54,56,4,"Addis Ababa","Nefas Silk Lafto"
1715,"Nefas Silk Lafto Woreda12",2018,72,72,0,0,86,15,57,0,0,0,0,81,81,0,0,2709,2709,0,0,0,0,0,0,2937,2937,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,676,0,47,533,728,47,"Addis Ababa","Nefas Silk Lafto"
1716,"Nefas Silk Lafto Woreda13",2017,2,2,0,0,2,1,1,0,0,0,0,7,7,0,0,121,121,0,0,0,0,0,0,72,72,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,30,44,0,"Addis Ababa","Nefas Silk Lafto"
1717,"Nefas Silk Lafto Woreda13",2018,12,12,0,0,12,3,9,0,0,0,0,71,71,0,0,2839,2839,0,0,0,0,0,0,2376,2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,0,0,522,561,0,"Addis Ababa","Nefas Silk Lafto"
1718,"Negele Hospital",2017,12,12,0,0,1964,11,2,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2,77,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,36,36,"Oromia","Guji"
1719,"Negele Hospital",2018,79,77,2,0,3548,36,41,31,1,30,0,0,0,0,0,9,7,2,0,0,0,0,0,1,1,0,0,93,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,5,47,0,0,26,5,78,80,78,"Oromia","Guji"
1720,"Negele Town",2017,561,561,0,0,5760,310,226,0,0,0,0,254,254,0,0,1639,1639,0,0,0,0,0,0,585,585,0,0,41,41,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,208,0,52,261,260,52,"Oromia","Guji"
1721,"Negele Town",2018,783,783,0,0,5482,455,328,0,0,0,0,480,480,0,0,1751,1751,0,0,0,0,0,0,988,988,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,54,0,0,205,14,54,299,275,68,"Oromia","Guji"
1722,"Nejo Hospital",2017,81,61,20,0,3978,58,3,4,2,2,1,34,19,15,0,124,39,85,0,1,0,1,0,0,0,0,0,23,2,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,46,0,0,35,3,81,46,81,"Oromia","West Wellega"
1723,"Nejo Hospital",2018,110,99,11,2,3944,98,5,1,0,1,0,13,6,7,0,185,127,58,0,0,0,0,0,0,0,0,0,22,9,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,47,0,0,0,0,47,47,47,"Oromia","West Wellega"
1724,"Nejo Rural",2017,619,619,0,0,3162,482,120,0,0,0,0,25,25,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1645,161,0,0,0,1619,146,1765,1806,1765,"Oromia","West Wellega"
1725,"Nejo Rural",2018,310,310,0,0,2854,248,62,0,0,0,0,60,60,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,243,0,0,0,1701,147,1848,1958,1848,"Oromia","West Wellega"
1726,"Nejo Town",2017,209,194,15,0,15754,129,67,0,0,0,0,253,201,52,0,568,449,119,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,200,0,50,237,298,50,"Oromia","West Wellega"
1727,"Nejo Town",2018,186,185,1,0,12389,141,44,0,0,0,0,199,143,56,0,534,415,119,0,0,0,0,0,0,0,0,0,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,200,0,50,231,300,50,"Oromia","West Wellega"
1728,"Nekemte Town",2017,511,511,0,0,19813,166,318,0,0,0,0,1131,1126,5,0,18762,18749,13,0,0,0,0,0,6,6,0,0,141,126,15,0,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,45,90,45,91,361,44,87,576,632,174,"Oromia","Nekemte Town"
1729,"Nekemte Town",2018,237,235,2,0,17612,99,127,0,0,0,0,759,755,4,0,15262,15261,1,0,0,0,0,0,0,0,0,0,83,43,40,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,38,81,38,77,374,36,72,537,608,146,"Oromia","Nekemte Town"
1730,"Nensebo",2017,0,0,0,0,0,0,0,0,0,0,0,298,298,0,0,221,221,0,0,0,0,0,0,13,13,0,0,78,69,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,860,172,0,0,43,708,153,863,1075,861,"Oromia","West Arsi"
1731,"Nensebo",2018,0,0,0,0,0,0,0,0,0,0,0,194,194,0,0,444,442,2,0,2,2,0,0,0,0,0,0,113,95,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,900,180,0,0,44,713,156,869,1124,869,"Oromia","West Arsi"
1732,"Nole Kaba",2017,504,500,4,0,2894,339,150,0,0,0,0,16,15,1,0,444,439,5,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1104,184,0,0,0,1059,180,1239,1288,1239,"Oromia","West Wellega"
1733,"Nole Kaba",2018,174,174,0,0,2747,119,55,0,0,0,0,9,9,0,0,349,349,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,196,0,0,0,1074,196,1273,1375,1270,"Oromia","West Wellega"
1734,"Nono",2017,1830,1830,0,0,8137,647,1183,0,0,0,0,69,69,0,0,212,212,0,0,0,0,0,0,0,0,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,198,0,0,0,1567,200,1767,1848,1767,"Oromia","West Shewa"
1735,"Nono",2018,1874,1874,0,0,8168,966,898,0,0,0,0,17,17,0,0,333,333,0,0,0,0,0,0,0,0,0,0,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485,180,0,0,0,1366,176,1542,1665,1542,"Oromia","West Shewa"
1736,"Nono Benja",2017,712,712,0,0,3365,700,28,0,0,0,0,46,46,0,0,17,17,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,969,153,0,0,0,880,151,1031,1122,1031,"Oromia","Jimma"
1737,"Nono Benja",2018,159,159,0,0,3362,150,9,0,0,0,0,50,50,0,0,7,7,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,147,0,0,0,905,151,1056,1078,1056,"Oromia","Jimma"
1738,"Nono Sele",2017,23,23,0,0,469,9,14,0,0,0,0,181,181,0,0,376,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,100,0,0,0,900,96,996,1059,996,"Oromia","Ilu Aba Bora"
1739,"Nono Sele",2018,3,3,0,0,235,3,0,0,0,0,0,65,65,0,0,217,217,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,94,0,0,0,787,88,875,1034,875,"Oromia","Ilu Aba Bora"
1740,"North  Ari",2017,1103,1102,1,0,4139,964,140,0,0,0,0,128,128,0,0,109,109,0,0,3,3,0,0,10,10,0,0,122,91,31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,188,0,0,0,1524,187,1711,1833,1711,"SNNPR","South Omo"
1741,"North  Ari",2018,1802,1792,10,0,5846,1615,198,1,0,1,0,164,164,0,0,221,212,9,0,7,5,2,0,17,8,9,0,222,158,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652,188,0,0,0,1505,185,1690,1840,1690,"SNNPR","South Omo"
