"d3mIndex","WoredaName","Year","Total_Malaria_Confirmed_and_Clinical","TMalaria_OutP_Cases","TMalaria_InP_Cases","TMalaria_InP_Deaths","TMSuspected_Fever_Examined","PosMalaria_RDT_or_Microscopy_PF_OutP_Cases","PosMalaria_RDT_or_Microscopy_PV_OutP_Cases","Meningits_total_Cases","Meningitis_OutP_Cases","Meningitis_InP_Cases","Meningitis_InP_Deaths","Dysentery_total_Cases","Dysentery_OutP_Cases","Dysentery_InP_Cases","Dysentery_InP_Deaths","Typhoid_fever_Total_cases","Typhoid_fever_OutP_Cases","Typhoid_fever_InP_Cases","Typhoid_fever_InP_Deaths","Relapsing_fever_total_Cases","Relapsing_fever_OutP_Cases","Relapsing_fever_InP_Cases","Relapsing_fever_InP_Deaths","Epidemic_Typhus_Total_Cases","Epidemic_Typhus_OutP_Cases","Epidemic_Typhus_InP_Cases","Epidemic_Typhus_InP_Deaths","Malnutrition_total_Cases","Malnutrition_OutP_Cases","Malnutrition_InP_Cases","Malnutrition_InP_Deaths","AFP_Polio_Cases","AFP_Polio_Deaths","Anthrax_Cases","Anthrax_Deaths","Cholera_AWD_Cases","Cholera_AWD_Deaths","Dracunculiasis_Guinea_worm_Cases","Dracunculiasis_Guinea_worm_Deaths","Measles_Cases","Measles_Deaths","Neonatal_Tetanus_Cases","Neonatal_Tetanus_Deaths","Pandemic_Influenza_Cases","Pandemic_Influenza_Deaths","Rabies_Cases","Rabies_Deaths","SARS_Cases","SARS_Deaths","Small_pox_Cases","Small_pox_Deaths","Viral_hemorrhagic_fever_Cases","Viral_hemorrhagic_fever_Deaths","Yellow_fever_Cases","Yellow_fever_Deaths","Maternal_Death","Other_1_Cases","Other_1_Deaths","Other_2_Cases","Other_2_Deaths","Other_3_Cases","Other_3_Deaths","No_of_Gov_HPs_expected_by_RHB","No_of_Gov_HCs_expected_by_RHB","No_of_Gov_Hosps_expected_by_RHB","No_of_NGOHF_expected_by_RHB","No_of_OtherHFs_expected_by_RHB","No_of_Gov_HPs_Reported","No_of_Gov_HCs_Reported","All_Total_sites_Reported","All_Total_sites_Expected_by_RHB","Total_Gov_sites_Reported","RegionName","ZoneName"
141,"Aleta wondo HSP",2018,29,29,0,0,2448,0,29,0,0,0,0,1,1,0,0,2485,2485,0,0,0,0,0,0,70,70,0,0,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,24,29,15,0,87,21,139,155,137,"SNNPR","Sidama"
142,"Aleta Wondo Town",2017,264,264,0,0,5913,85,177,2,0,2,0,33,33,0,0,5785,5785,0,0,0,0,0,0,35,35,0,0,31,31,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,7,71,0,48,180,127,49,"SNNPR","Sidama"
143,"Aleta Wondo Town",2018,90,90,0,0,3243,52,78,0,0,0,0,13,13,0,0,2752,2752,0,0,0,0,0,0,386,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,141,0,18,169,189,47,"SNNPR","Sidama"
144,"Algesachi",2017,111,111,0,0,3408,63,48,0,0,0,0,398,398,0,0,461,461,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1479,306,0,0,0,1373,293,1666,1785,1666,"Oromia","Ilu Aba Bora"
145,"Algesachi",2018,104,104,0,0,2730,65,39,0,0,0,0,371,371,0,0,422,422,0,0,0,0,0,0,0,0,0,0,32,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1189,246,0,0,0,1155,236,1391,1435,1391,"Oromia","Ilu Aba Bora"
146,"Ali",2017,1444,1437,7,0,5633,1079,273,0,0,0,0,342,325,17,0,2258,2256,2,0,6,6,0,0,203,203,0,0,608,468,140,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,180,0,0,0,735,175,910,990,910,"SNNPR","Segen"
147,"Ali",2018,800,793,7,0,4160,629,170,1,0,1,0,441,441,0,0,2557,2556,1,0,0,0,0,0,87,87,0,0,595,429,166,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,196,0,0,0,827,196,1023,1078,1023,"SNNPR","Segen"
148,"Alibuko",2017,66,66,0,0,789,26,40,0,0,0,0,454,454,0,0,931,931,0,0,0,0,0,0,490,490,0,0,154,144,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,208,0,1,76,800,208,1069,1117,1008,"Amhara","South Wollo"
149,"Alibuko",2018,17,17,0,0,636,4,13,0,0,0,0,355,355,0,0,769,769,0,0,0,0,0,0,624,624,0,0,165,162,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,208,0,0,53,867,208,1121,1145,1075,"Amhara","South Wollo"
150,"Alicho Woriro",2017,11,11,0,0,174,5,11,0,0,0,0,519,519,0,0,6416,6416,0,0,0,0,0,0,3413,3412,1,0,41,33,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,250,0,0,0,1200,250,1450,1450,1450,"SNNPR","Siliti"
151,"Alicho Woriro",2018,16,16,0,0,263,5,11,0,0,0,0,344,344,0,0,7092,7092,0,0,0,0,0,0,3487,3487,0,0,24,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,235,0,0,0,1128,235,1363,1363,1363,"SNNPR","Siliti"
152,"Amaro",2017,2624,2623,1,0,7236,1578,1017,0,0,0,0,122,122,0,0,3152,3152,0,0,0,0,0,0,2576,2576,0,0,232,230,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,273,0,8,0,1328,246,1594,1841,1574,"SNNPR","Segen"
153,"Amaro",2018,1425,1425,0,0,6343,705,719,0,0,0,0,107,107,0,0,3585,3585,0,0,0,0,0,0,2539,2538,1,0,172,160,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2040,350,0,0,0,1531,300,1873,2390,1831,"SNNPR","Segen"
154,"Ambasel",2017,117,117,0,0,1743,46,71,0,0,0,0,696,695,1,0,1264,1264,0,0,0,0,0,0,197,197,0,0,302,302,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1248,364,0,0,45,1217,359,1617,1657,1576,"Amhara","South Wollo"
155,"Ambasel",2018,61,61,0,0,998,16,45,0,0,0,0,705,705,0,0,1398,1398,0,0,0,0,0,0,78,78,0,0,223,222,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1248,364,0,0,50,1232,364,1631,1662,1596,"Amhara","South Wollo"
156,"Ambo",2017,180,170,10,0,959,117,53,0,0,0,0,272,272,0,0,397,397,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683,255,0,0,0,1603,252,1855,1938,1855,"Oromia","West Shewa"
157,"Ambo",2018,130,130,0,0,950,84,47,0,0,0,0,257,257,0,0,374,374,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683,255,0,0,0,1546,253,1799,1938,1799,"Oromia","West Shewa"
158,"Ambo Hospital",2017,24,23,1,0,1099,18,5,4,1,3,0,29,26,3,0,73,68,5,0,1,1,0,0,0,0,0,0,96,49,47,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,46,45,45,"Oromia","West Shewa"
159,"Ambo Hospital",2018,18,18,0,0,1744,15,3,12,7,5,0,56,51,5,2,33,25,8,0,0,0,0,0,0,0,0,0,98,14,84,6,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,49,50,49,"Oromia","West Shewa"
160,"Ambo town",2017,25,25,0,0,423,11,8,0,0,0,0,18,16,2,0,234,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,0,0,21,21,14,55,56,35,"Oromia","Ambo town"
161,"Ambo town",2018,46,46,0,0,2122,23,29,0,0,0,0,283,266,17,0,1677,1676,1,0,0,0,0,0,1,1,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,90,0,0,135,127,87,332,360,214,"Oromia","Ambo town"
162,"Ambo Town",2017,85,85,0,0,2071,39,46,0,0,0,0,53,52,1,0,1159,1159,0,0,14,4,10,1,14,12,2,0,18,18,0,0,1,0,0,0,0,0,0,0,42,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,65,0,6,102,89,64,262,273,162,"Oromia","West Shewa"
163,"Ambo University  Hosp",2018,8,8,0,0,158,8,0,53,11,42,0,16,16,0,0,41,40,1,0,1,0,1,0,0,0,0,0,54,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,26,0,0,0,0,20,26,20,"Oromia","West Shewa"
164,"Ameya",2017,683,683,0,0,8252,415,263,0,0,0,0,253,253,0,0,28,28,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,352,0,0,0,1415,302,1717,1936,1717,"Oromia","South West Shewa"
165,"Ameya",2018,556,548,8,0,9903,290,258,0,0,0,0,339,339,0,0,18,18,0,0,1,1,0,0,0,0,0,0,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,400,0,0,0,1661,370,2031,2200,2031,"Oromia","South West Shewa"
166,"Ameya Hospital",2018,15,15,0,0,592,10,5,0,0,0,0,16,16,0,0,21,21,0,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,11,11,"Oromia","South West Shewa"
167,"Amigna",2017,129,129,0,0,821,107,22,0,0,0,0,24,24,0,0,91,91,0,0,0,0,0,0,50,50,0,0,229,216,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,96,0,0,138,862,96,1012,1192,958,"Oromia","Arsi"
168,"Amigna",2018,90,90,0,0,388,74,16,0,0,0,0,25,25,0,0,234,234,0,0,0,0,0,0,321,321,0,0,60,53,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,149,0,0,147,792,101,897,1276,893,"Oromia","Arsi"
169,"Aminur",2017,1792,1792,0,0,3536,1498,53,0,0,0,0,211,211,0,0,152,152,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,52,52,0,0,52,52,159,156,155,"Harari","Harari"
170,"Aminur",2018,219,219,0,0,2980,190,19,8,1,7,1,109,108,1,0,184,184,0,0,0,0,0,0,69,69,0,0,45,43,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,52,52,70,52,17,51,233,243,119,"Harari","Harari"
171,"Amuru",2017,391,381,10,0,1970,313,130,0,0,0,0,54,54,0,0,157,157,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1008,240,0,0,0,832,220,1052,1248,1052,"Oromia","Horo Gudru Wellega"
172,"Amuru",2018,248,248,0,0,1439,169,78,26,0,26,0,150,150,0,0,99,99,0,0,0,0,0,0,0,0,0,0,18,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1092,260,0,0,0,854,219,1073,1352,1073,"Oromia","Horo Gudru Wellega"
173,"Analemmo",2017,362,362,0,0,2649,201,162,0,0,0,0,47,47,0,0,2457,2457,0,0,0,0,0,0,0,0,0,0,116,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,255,0,0,0,1383,255,1638,1683,1638,"SNNPR","Hadiya"
174,"Analemmo",2018,290,289,1,0,4443,119,162,0,0,0,0,96,96,0,0,2439,2438,1,0,1,1,0,0,394,394,0,0,106,100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,240,0,0,0,1271,235,1538,1544,1533,"SNNPR","Hadiya"
175,"Anchar",2017,80,80,0,0,225,69,11,0,0,0,0,130,130,0,0,138,138,0,0,0,0,0,0,0,0,0,0,375,309,66,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1275,255,0,0,144,1126,243,1369,1674,1369,"Oromia","West Hararge"
176,"Anchar",2018,195,195,0,0,677,179,16,0,0,0,0,86,86,0,0,109,109,0,0,0,0,0,0,0,0,0,0,307,253,54,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,240,0,0,144,994,220,1214,1584,1214,"Oromia","West Hararge"
177,"Andabet",2017,1545,1545,0,0,9327,795,745,0,0,0,0,706,706,0,0,130,130,0,0,0,0,0,0,9,9,0,0,314,314,0,0,1,0,0,0,4,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1144,312,6,0,0,1128,312,1446,1462,1446,"Amhara","South Gonder"
178,"Andabet",2018,1500,1499,1,0,8437,1000,500,0,0,0,0,770,761,9,0,217,217,0,0,0,0,0,0,12,12,0,0,202,201,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1144,312,52,0,0,1111,312,1474,1508,1474,"Amhara","South Gonder"
179,"Anderacha",2017,21,21,0,0,63,4,17,0,0,0,0,52,52,0,0,380,380,0,0,0,0,0,0,316,306,10,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,96,0,0,2,710,96,819,866,806,"SNNPR","Sheka"
180,"Anderacha",2018,36,36,0,0,133,2,34,0,0,0,0,57,55,2,0,717,717,0,0,0,0,0,0,732,709,23,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,94,0,0,0,660,94,754,846,754,"SNNPR","Sheka"
181,"Aneded",2017,424,424,0,0,3169,173,251,1,1,0,0,222,222,0,0,240,240,0,0,5,5,0,0,18,18,0,0,1,1,0,0,3,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,204,0,0,0,938,204,1142,1173,1142,"Amhara","East Gojjam"
182,"Aneded",2018,205,205,0,0,1894,140,65,0,0,0,0,202,202,0,0,27,27,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,208,0,0,0,983,208,1191,1196,1191,"Amhara","East Gojjam"
183,"Anfilo",2017,1083,1083,0,0,3676,776,307,0,0,0,0,96,96,0,0,1058,1058,0,0,0,0,0,0,20,20,0,0,189,186,3,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1114,223,0,0,0,950,223,1173,1337,1173,"Oromia","Qeleme Wellega"
184,"Anfilo",2018,694,694,0,0,3157,487,207,0,0,0,0,266,266,0,0,710,710,0,0,0,0,0,0,32,32,0,0,297,262,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1200,240,0,0,0,1077,241,1318,1440,1318,"Oromia","Qeleme Wellega"
185,"Angolelana Tera",2017,0,0,0,0,0,0,0,0,0,0,0,154,154,0,0,847,847,0,0,0,0,0,0,611,611,0,0,2,2,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,208,0,0,156,988,208,1339,1352,1196,"Amhara","North Shewa"
186,"Angolelana Tera",2018,0,0,0,0,0,0,0,0,0,0,0,184,184,0,0,1230,1230,0,0,0,0,0,0,1294,1294,0,0,4,3,1,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,988,208,0,0,156,988,208,1340,1352,1196,"Amhara","North Shewa"
187,"Angot",2017,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,7,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,0,24,6,30,30,30,"Amhara","North Wollo"
188,"Angot",2018,0,0,0,0,63,0,0,0,0,0,0,338,338,0,0,165,165,0,0,0,0,0,0,0,0,0,0,81,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,156,0,0,0,624,156,780,780,780,"Amhara","North Wollo"
189,"Anigacha",2017,705,705,0,0,8962,33,672,0,0,0,0,0,0,0,0,2737,2737,0,0,0,0,0,0,844,844,0,0,108,104,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,245,0,0,36,980,245,1225,1261,1225,"SNNPR","Kembata Tembaro"
190,"Anigacha",2018,281,281,0,0,7019,10,268,0,0,0,0,10,10,0,0,4567,4567,0,0,0,0,0,0,239,239,0,0,38,31,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,250,0,0,294,1000,250,1274,1544,1250,"SNNPR","Kembata Tembaro"
191,"Ankasha Guagusa",2017,2060,2057,3,0,11568,1446,614,2,2,0,0,1007,1007,0,0,676,676,0,0,0,0,0,0,172,172,0,0,32,25,7,0,0,0,0,0,71,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1581,408,51,0,0,1581,408,2040,2040,2040,"Amhara","Awi"
192,"Ankasha Guagusa",2018,713,699,14,0,6650,482,231,1,1,0,0,643,643,0,0,1105,1105,0,0,0,0,0,0,517,517,0,0,47,26,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,316,52,0,0,1278,316,1646,1655,1646,"Amhara","Awi"
193,"Ankober",2017,99,99,0,0,566,52,47,0,0,0,0,209,209,0,0,1194,1194,0,0,0,0,0,0,1011,1011,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,211,0,0,203,988,211,1347,1402,1199,"Amhara","North Shewa"
194,"Ankober",2018,49,49,0,0,320,22,27,0,0,0,0,251,251,0,0,1317,1317,0,0,0,0,0,0,1190,1190,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,311,0,0,311,985,307,1567,1610,1292,"Amhara","North Shewa"
