"d3mIndex","Region","Zone","Date","Year","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","un_wpp_pop_est_li","un_wpp_pop_dens_li","Maize_white_Retail_li","MaizeProductionQuintal","MaizeYieldQtHa","Month","Fertilizer_Area.HA","Fertilizer_Hectare","Fertilizer_Quintal","AnyAction","IndirectConflict","DirectConflict","Protest"
144,"Oromia","Borena","2008-12",2008,3.84729228492308,52613,671.0943,51941.91,"ETH","Ethiopia",1120283,21.568,4.5,285247.9,23.43,12,933713,470904,351250,1,0,0,0
145,"Oromia","Borena","2009-01",2009,38.0452145107692,52613,671.0943,51941.91,"ETH","Ethiopia",1122976,21.61985,3.977778,324390.3,18.35,1,1000056,290287,149388,1,0,0,0
146,"Oromia","Borena","2009-02",2009,11.4529219408462,52613,671.0943,51941.91,"ETH","Ethiopia",1125669,21.67169,3.92469155555556,324390.3,18.35,2,1000056,290287,149388,1,0,0,0
147,"Oromia","Borena","2009-03",2009,40.3795154338462,52613,671.0943,51941.91,"ETH","Ethiopia",1128362,21.72353,3.87160511111111,324390.3,18.35,3,1000056,290287,149388,0,0,0,0
148,"Oromia","Borena","2009-04",2009,113.724162166154,52613,671.0943,51941.91,"ETH","Ethiopia",1131055,21.77537,3.81851866666667,324390.3,18.35,4,1000056,290287,149388,0,0,0,0
149,"Oromia","Borena","2009-05",2009,112.434571817692,52613,671.0943,51941.91,"ETH","Ethiopia",1133747,21.82722,3.76543222222222,324390.3,18.35,5,1000056,290287,149388,4,0,0,0
150,"Oromia","Borena","2009-06",2009,16.6261156618462,52613,671.0943,51941.91,"ETH","Ethiopia",1136440,21.87906,3.71234577777778,324390.3,18.35,6,1000056,290287,149388,0,0,0,0
151,"Oromia","Borena","2009-07",2009,13.900224829,52613,671.0943,51941.91,"ETH","Ethiopia",1139133,21.9309,3.65925933333333,324390.3,18.35,7,1000056,290287,149388,0,0,0,0
152,"Oromia","Borena","2009-08",2009,20.1600175290769,52613,671.0943,51941.91,"ETH","Ethiopia",1141826,21.98275,3.60617288888889,324390.3,18.35,8,1000056,290287,149388,0,0,0,0
153,"Oromia","Borena","2009-09",2009,42.3678919368462,52613,671.0943,51941.91,"ETH","Ethiopia",1144519,22.03459,3.55308644444444,324390.3,18.35,9,1000056,290287,149388,1,0,0,0
154,"Oromia","Borena","2009-10",2009,94.0407127976923,52613,671.0943,51941.91,"ETH","Ethiopia",1147212,22.08643,3.5,324390.3,18.35,10,1000056,290287,149388,0,0,0,0
155,"Oromia","Borena","2009-11",2009,31.9508463684615,52613,671.0943,51941.91,"ETH","Ethiopia",1149904,22.13827,4.4,324390.3,18.35,11,1000056,290287,149388,0,0,0,0
156,"Oromia","Borena","2009-12",2009,67.6532500076923,52613,671.0943,51941.91,"ETH","Ethiopia",1152597,22.19012,4,324390.3,18.35,12,1000056,290287,149388,0,0,0,0
157,"Oromia","Borena","2012-01",2012,16.5562803207692,52613,671.0943,51941.91,"ETH","Ethiopia",1226473,23.6124,5.888889,177698.4,18.31,1,1115957,737842,674990,0,0,0,0
158,"Oromia","Borena","2012-02",2012,10.2506422170769,52613,671.0943,51941.91,"ETH","Ethiopia",1229439,23.6695,5.84567911111111,177698.4,18.31,2,1115957,737842,674990,0,0,0,0
159,"Oromia","Borena","2012-03",2012,60.2680059161538,52613,671.0943,51941.91,"ETH","Ethiopia",1232405,23.7266,5.80246922222222,177698.4,18.31,3,1115957,737842,674990,0,0,0,0
160,"Oromia","Borena","2012-04",2012,160.046144713077,52613,671.0943,51941.91,"ETH","Ethiopia",1235371,23.78371,5.75925933333333,177698.4,18.31,4,1115957,737842,674990,1,0,0,0
161,"Oromia","Borena","2012-05",2012,110.054179519231,52613,671.0943,51941.91,"ETH","Ethiopia",1238337,23.84081,5.71604944444444,177698.4,18.31,5,1115957,737842,674990,0,0,0,0
162,"Oromia","Borena","2012-06",2012,22.806837137,52613,671.0943,51941.91,"ETH","Ethiopia",1241303,23.89791,5.67283955555556,177698.4,18.31,6,1115957,737842,674990,0,0,0,0
163,"Oromia","Borena","2012-07",2012,26.9872966161538,52613,671.0943,51941.91,"ETH","Ethiopia",1244269,23.95501,5.62962966666667,177698.4,18.31,7,1115957,737842,674990,4,0,0,0
164,"Oromia","Borena","2012-08",2012,39.9434048323077,52613,671.0943,51941.91,"ETH","Ethiopia",1247235,24.01211,5.58641977777778,177698.4,18.31,8,1115957,737842,674990,0,0,0,0
165,"Oromia","Borena","2012-09",2012,67.3048718123077,52613,671.0943,51941.91,"ETH","Ethiopia",1250201,24.06921,5.54320988888889,177698.4,18.31,9,1115957,737842,674990,1,0,0,0
166,"Oromia","Borena","2012-10",2012,128.731639289231,52613,671.0943,51941.91,"ETH","Ethiopia",1253167,24.12632,5.5,177698.4,18.31,10,1115957,737842,674990,0,0,0,0
167,"Oromia","Borena","2012-11",2012,78.5249935330769,52613,671.0943,51941.91,"ETH","Ethiopia",1256133,24.18342,6,177698.4,18.31,11,1115957,737842,674990,1,0,0,0
168,"Oromia","Borena","2012-12",2012,30.4181085847692,52613,671.0943,51941.91,"ETH","Ethiopia",1259099,24.24052,6.5,177698.4,18.31,12,1115957,737842,674990,0,0,0,0
169,"Oromia","East Shewa","2009-01",2009,67.9330291363636,10053.51,550.7608,9502.751,"ETH","Ethiopia",1838001,8757.065,4.433333,2424170,27.26,1,1000056,290287,149388,0,0,0,0
