d3mIndex,administrative_area_level_1,administrative_area_level_2,parseDate,uniloc.x,precipitation,year,TOTAL_A_KM,WATER_A_KM,LAND_A_KM,ISOALPHA,COUNTRYNM,un_wpp_pop_est_li,un_wpp_pop_dens_li,uniloc.y,Maize(white)-Retail_li,Wheat-Wholesale_li
6833,"Southern Nations, Nationalities, and People's Region",Wolayita,2013-04,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,241.553376225,2013.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,1966565.95,438.67425999999995,Ethiopia-SNNPR-Sodo,5.4062334545454505,
6834,"Southern Nations, Nationalities, and People's Region",Wolayita,2013-05,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,210.55016541666697,2013.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,1970980.66666667,439.65903333333296,Ethiopia-SNNPR-Sodo,5.355454272727269,
6835,"Southern Nations, Nationalities, and People's Region",Wolayita,2013-06,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,166.9217291,2013.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,1975395.38333333,440.64380666666705,Ethiopia-SNNPR-Sodo,5.30467509090909,
6836,"Southern Nations, Nationalities, and People's Region",Wolayita,2013-07,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,185.034460691667,2013.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,1979810.1,441.62858,Ethiopia-SNNPR-Sodo,5.25389590909091,
6837,"Southern Nations, Nationalities, and People's Region",Wolayita,2013-08,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,222.44135940833303,2013.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,1984224.81666667,442.61335333333295,Ethiopia-SNNPR-Sodo,5.203116727272731,
6838,"Southern Nations, Nationalities, and People's Region",Wolayita,2013-09,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,125.8091787,2013.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,1988639.53333333,443.59812666666704,Ethiopia-SNNPR-Sodo,5.15233754545455,
6839,"Southern Nations, Nationalities, and People's Region",Wolayita,2013-10,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,177.627801241667,2013.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,1993054.25,444.5829,Ethiopia-SNNPR-Sodo,5.10155836363636,
6840,"Southern Nations, Nationalities, and People's Region",Wolayita,2013-11,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,77.28981316583331,2013.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,1997468.96666667,445.567673333333,Ethiopia-SNNPR-Sodo,5.0507791818181795,
6841,"Southern Nations, Nationalities, and People's Region",Wolayita,2013-12,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,5.27402096016667,2013.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2001883.68333333,446.55244666666704,Ethiopia-SNNPR-Sodo,5.0,
6842,"Southern Nations, Nationalities, and People's Region",Wolayita,2014-01,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,13.0696374925,2014.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2006298.4,447.53722,Ethiopia-SNNPR-Sodo,5.5855559999999995,
6843,"Southern Nations, Nationalities, and People's Region",Wolayita,2014-02,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,40.7216429691667,2014.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2010713.11666667,448.521993333333,Ethiopia-SNNPR-Sodo,5.5204942222222195,
6844,"Southern Nations, Nationalities, and People's Region",Wolayita,2014-03,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,92.5156284158333,2014.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2015127.83333333,449.50676666666703,Ethiopia-SNNPR-Sodo,5.45543244444444,
6845,"Southern Nations, Nationalities, and People's Region",Wolayita,2014-04,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,175.716576866667,2014.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2019542.55,450.49154000000004,Ethiopia-SNNPR-Sodo,5.39037066666667,
6846,"Southern Nations, Nationalities, and People's Region",Wolayita,2014-05,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,288.610447208333,2014.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2023957.26666667,451.476313333333,Ethiopia-SNNPR-Sodo,5.325308888888889,
6847,"Southern Nations, Nationalities, and People's Region",Wolayita,2014-06,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,147.062761416667,2014.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2028371.98333333,452.46108666666703,Ethiopia-SNNPR-Sodo,5.26024711111111,
6848,"Southern Nations, Nationalities, and People's Region",Wolayita,2014-07,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,156.121670133333,2014.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2032786.7,453.44586,Ethiopia-SNNPR-Sodo,5.19518533333333,
6849,"Southern Nations, Nationalities, and People's Region",Wolayita,2014-08,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,208.29057080833303,2014.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2037201.41666667,454.430633333333,Ethiopia-SNNPR-Sodo,5.130123555555559,
6850,"Southern Nations, Nationalities, and People's Region",Wolayita,2014-09,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,164.030465508333,2014.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2041616.13333333,455.415406666667,Ethiopia-SNNPR-Sodo,5.06506177777778,
6851,"Southern Nations, Nationalities, and People's Region",Wolayita,2014-10,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,162.55035074166702,2014.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2046030.85,456.40018,Ethiopia-SNNPR-Sodo,5.0,
6852,"Southern Nations, Nationalities, and People's Region",Wolayita,2014-11,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,54.1805404466667,2014.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2050445.56666667,457.384953333333,Ethiopia-SNNPR-Sodo,5.0,
6853,"Southern Nations, Nationalities, and People's Region",Wolayita,2014-12,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,16.7344696141667,2014.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2054860.28333333,458.369726666667,Ethiopia-SNNPR-Sodo,5.121875,
6854,"Southern Nations, Nationalities, and People's Region",Wolayita,2015-01,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,8.416264692999999,2015.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2059275.0,459.3545,Ethiopia-SNNPR-Sodo,5.24375,
6855,"Southern Nations, Nationalities, and People's Region",Wolayita,2015-02,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,12.948651160999999,2015.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2064027.9,460.414711666667,Ethiopia-SNNPR-Sodo,5.3034375,
6856,"Southern Nations, Nationalities, and People's Region",Wolayita,2015-03,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,74.192954895,2015.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2068780.8,461.474923333333,Ethiopia-SNNPR-Sodo,5.363125,
6857,"Southern Nations, Nationalities, and People's Region",Wolayita,2015-04,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,97.5704454608333,2015.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2073533.7,462.53513499999997,Ethiopia-SNNPR-Sodo,5.4228125,
6858,"Southern Nations, Nationalities, and People's Region",Wolayita,2015-05,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,168.980995183333,2015.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2078286.6,463.595346666667,Ethiopia-SNNPR-Sodo,5.4825,
6859,"Southern Nations, Nationalities, and People's Region",Wolayita,2015-06,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,198.80509620833303,2015.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2083039.5,464.655558333333,Ethiopia-SNNPR-Sodo,5.5421875,
6860,"Southern Nations, Nationalities, and People's Region",Wolayita,2015-07,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,157.813179358333,2015.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2087792.4,465.71577,Ethiopia-SNNPR-Sodo,5.601875,
6861,"Southern Nations, Nationalities, and People's Region",Wolayita,2015-08,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,137.708580603333,2015.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2092545.3,466.775981666667,Ethiopia-SNNPR-Sodo,5.6615625,
6862,"Southern Nations, Nationalities, and People's Region",Wolayita,2015-09,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,170.820807225,2015.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2097298.2,467.836193333333,Ethiopia-SNNPR-Sodo,5.72125,
6863,"Southern Nations, Nationalities, and People's Region",Wolayita,2015-10,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,111.897951336667,2015.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2102051.1,468.89640499999996,Ethiopia-SNNPR-Sodo,5.7809375,
6864,"Southern Nations, Nationalities, and People's Region",Wolayita,2015-11,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,94.0189813658333,2015.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2106804.0,469.956616666667,Ethiopia-SNNPR-Sodo,5.840625,
6865,"Southern Nations, Nationalities, and People's Region",Wolayita,2015-12,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,49.0063212166667,2015.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2111556.9,471.01682833333297,Ethiopia-SNNPR-Sodo,5.9003125,
6866,"Southern Nations, Nationalities, and People's Region",Wolayita,2016-01,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,87.9459807683333,2016.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2116309.8,472.07704,Ethiopia-SNNPR-Sodo,5.96,
6867,"Southern Nations, Nationalities, and People's Region",Wolayita,2016-02,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,55.6040917916667,2016.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2121062.7,473.137251666667,,,
6868,"Southern Nations, Nationalities, and People's Region",Wolayita,2016-03,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,120.445181563333,2016.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2125815.6,474.19746333333296,,,
6869,"Southern Nations, Nationalities, and People's Region",Wolayita,2016-04,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,279.460335233333,2016.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2130568.5,475.257675,,,
6870,"Southern Nations, Nationalities, and People's Region",Wolayita,2016-05,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,203.481756683333,2016.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2135321.4,476.31788666666705,,,
6871,"Southern Nations, Nationalities, and People's Region",Wolayita,2016-06,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,123.776730141667,2016.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2140074.3,477.37809833333296,,,
6872,"Southern Nations, Nationalities, and People's Region",Wolayita,2016-07,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,121.912150655,2016.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2144827.2,478.43830999999994,,,
6873,"Southern Nations, Nationalities, and People's Region",Wolayita,2016-08,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,161.637616325,2016.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2149580.1,479.49852166666705,,,
6874,"Southern Nations, Nationalities, and People's Region",Wolayita,2016-09,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,141.069150016667,2016.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2154333.0,480.55873333333295,,,
6875,"Southern Nations, Nationalities, and People's Region",Wolayita,2016-10,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,165.095746633333,2016.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2159085.9,481.618945,,,
6876,"Southern Nations, Nationalities, and People's Region",Wolayita,2016-11,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,74.301059595,2016.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2163838.8,482.67915666666704,,,
6877,"Southern Nations, Nationalities, and People's Region",Wolayita,2016-12,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,19.7016805708333,2016.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2168591.7,483.739368333333,,,
6878,"Southern Nations, Nationalities, and People's Region",Wolayita,2017-01,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,6.143066444,2017.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2173344.6,484.79958,,,
6879,"Southern Nations, Nationalities, and People's Region",Wolayita,2017-02,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,91.1633478608333,2017.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2178097.5,485.85979166666704,,,
6880,"Southern Nations, Nationalities, and People's Region",Wolayita,2017-03,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,107.624883755,2017.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2182850.4,486.920003333333,,,
6881,"Southern Nations, Nationalities, and People's Region",Wolayita,2017-04,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,77.8468459766667,2017.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2187603.3,487.98021500000004,,,
6882,"Southern Nations, Nationalities, and People's Region",Wolayita,2017-05,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,224.50988588333303,2017.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2192356.2,489.04042666666703,,,
6883,"Southern Nations, Nationalities, and People's Region",Wolayita,2017-06,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,82.53889728,2017.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2197109.1,490.100638333333,,,
6884,"Southern Nations, Nationalities, and People's Region",Wolayita,2017-07,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,122.70489225,2017.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2201862.0,491.16085,,,
6885,"Southern Nations, Nationalities, and People's Region",Wolayita,2017-08,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,156.616633416667,2017.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2206614.9,492.221061666667,,,
6886,"Southern Nations, Nationalities, and People's Region",Wolayita,2017-09,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,279.78190891666696,2017.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2211367.8,493.281273333333,,,
6887,"Southern Nations, Nationalities, and People's Region",Wolayita,2017-10,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,155.823879691667,2017.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2216120.7,494.341485,,,
6888,"Southern Nations, Nationalities, and People's Region",Wolayita,2017-11,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,54.6505487691667,2017.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2220873.6,495.401696666667,,,
6889,"Southern Nations, Nationalities, and People's Region",Wolayita,2017-12,Ethiopia-S.N.N.P REGION-WOLYITA ZONE,24.3020342991667,2017.0,4488.779,5.8042489999999995,4482.975,ETH,Ethiopia,2225626.5,496.461908333333,,,
6890,,,,,,,,,,,,,,,,
6891,,,,,,,,,,,,,,,,
6892,Tigray,Central Tigray,2011-01,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,4.2432795705,2011.0,10481.93,0.0,10481.93,ETH,Ethiopia,1508325.0,143.89766,Ethiopia-Tigray-Abi Adi,4.72,
6893,Tigray,Central Tigray,2011-02,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,2.1749188303,2011.0,10481.93,0.0,10481.93,ETH,Ethiopia,1511390.5,144.190115,Ethiopia-Tigray-Abi Adi,4.78666666666667,
6894,Tigray,Central Tigray,2011-03,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,20.499289004,2011.0,10481.93,0.0,10481.93,ETH,Ethiopia,1514456.0,144.48256999999998,Ethiopia-Tigray-Abi Adi,4.85333333333333,
6895,Tigray,Central Tigray,2011-04,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,27.453036853,2011.0,10481.93,0.0,10481.93,ETH,Ethiopia,1517521.5,144.775025,Ethiopia-Tigray-Abi Adi,4.92,
6896,Tigray,Central Tigray,2011-05,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,39.710347836,2011.0,10481.93,0.0,10481.93,ETH,Ethiopia,1520587.0,145.06748000000002,Ethiopia-Tigray-Abi Adi,4.98666666666667,
6897,Tigray,Central Tigray,2011-06,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,85.21272693,2011.0,10481.93,0.0,10481.93,ETH,Ethiopia,1523652.5,145.359935,Ethiopia-Tigray-Abi Adi,5.05333333333333,
6898,Tigray,Central Tigray,2011-07,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,283.38088642,2011.0,10481.93,0.0,10481.93,ETH,Ethiopia,1526718.0,145.65239,Ethiopia-Tigray-Abi Adi,5.12,
6899,Tigray,Central Tigray,2011-08,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,211.95302168,2011.0,10481.93,0.0,10481.93,ETH,Ethiopia,1529783.5,145.944845,Ethiopia-Tigray-Abi Adi,5.18666666666667,
6900,Tigray,Central Tigray,2011-09,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,106.222291683,2011.0,10481.93,0.0,10481.93,ETH,Ethiopia,1532849.0,146.2373,Ethiopia-Tigray-Abi Adi,5.25333333333333,
6901,Tigray,Central Tigray,2011-10,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,7.4002496111000005,2011.0,10481.93,0.0,10481.93,ETH,Ethiopia,1535914.5,146.529755,Ethiopia-Tigray-Abi Adi,5.32,
6902,Tigray,Central Tigray,2011-11,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,19.949378647,2011.0,10481.93,0.0,10481.93,ETH,Ethiopia,1538980.0,146.82221,Ethiopia-Tigray-Abi Adi,4.72,
6903,Tigray,Central Tigray,2011-12,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,2.9393224537,2011.0,10481.93,0.0,10481.93,ETH,Ethiopia,1542045.5,147.114665,Ethiopia-Tigray-Abi Adi,5.6583335,
6904,Tigray,Central Tigray,2012-01,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,6.3689806685,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1545111.0,147.40712,Ethiopia-Tigray-Abi Adi,6.596667,
6905,Tigray,Central Tigray,2012-01,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,6.3689806685,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1545111.0,147.40712,Ethiopia-Tigray-Adwa,6.983333,
6906,Tigray,Central Tigray,2012-02,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,4.9866579223,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1548176.5,147.699575,Ethiopia-Tigray-Abi Adi,6.552592888888889,
6907,Tigray,Central Tigray,2012-02,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,4.9866579223,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1548176.5,147.699575,Ethiopia-Tigray-Adwa,6.94296266666667,
6908,Tigray,Central Tigray,2012-03,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,6.903937485599999,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1551242.0,147.99203,Ethiopia-Tigray-Abi Adi,6.50851877777778,
6909,Tigray,Central Tigray,2012-03,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,6.903937485599999,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1551242.0,147.99203,Ethiopia-Tigray-Adwa,6.90259233333333,
6910,Tigray,Central Tigray,2012-04,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,78.365931657,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1554307.5,148.28448500000002,Ethiopia-Tigray-Abi Adi,6.46444466666667,
6911,Tigray,Central Tigray,2012-04,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,78.365931657,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1554307.5,148.28448500000002,Ethiopia-Tigray-Adwa,6.862222,
6912,Tigray,Central Tigray,2012-05,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,36.478409192,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1557373.0,148.57693999999998,Ethiopia-Tigray-Abi Adi,6.420370555555559,
6913,Tigray,Central Tigray,2012-05,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,36.478409192,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1557373.0,148.57693999999998,Ethiopia-Tigray-Adwa,6.82185166666667,
6914,Tigray,Central Tigray,2012-06,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,70.832628594,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1560438.5,148.869395,Ethiopia-Tigray-Abi Adi,6.37629644444444,
6915,Tigray,Central Tigray,2012-06,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,70.832628594,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1560438.5,148.869395,Ethiopia-Tigray-Adwa,6.78148133333333,
6916,Tigray,Central Tigray,2012-07,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,229.49735174,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1563504.0,149.16185,Ethiopia-Tigray-Abi Adi,6.3322223333333305,
6917,Tigray,Central Tigray,2012-07,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,229.49735174,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1563504.0,149.16185,Ethiopia-Tigray-Adwa,6.741111,
6918,Tigray,Central Tigray,2012-08,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,309.47052644,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1566569.5,149.454305,Ethiopia-Tigray-Abi Adi,6.28814822222222,
6919,Tigray,Central Tigray,2012-08,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,309.47052644,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1566569.5,149.454305,Ethiopia-Tigray-Adwa,6.70074066666667,
6920,Tigray,Central Tigray,2012-09,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,81.437088034,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1569635.0,149.74676000000002,Ethiopia-Tigray-Adwa,6.66037033333333,
6921,Tigray,Central Tigray,2012-09,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,81.437088034,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1569635.0,149.74676000000002,Ethiopia-Tigray-Abi Adi,6.244074111111111,
6922,Tigray,Central Tigray,2012-10,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,31.968086059,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1572700.5,150.03921499999998,Ethiopia-Tigray-Abi Adi,6.2,
6923,Tigray,Central Tigray,2012-10,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,31.968086059,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1572700.5,150.03921499999998,Ethiopia-Tigray-Adwa,6.62,
6924,Tigray,Central Tigray,2012-11,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,28.828364178,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1575766.0,150.33167,Ethiopia-Tigray-Abi Adi,6.1,
6925,Tigray,Central Tigray,2012-11,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,28.828364178,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1575766.0,150.33167,Ethiopia-Tigray-Adwa,6.5,
6926,Tigray,Central Tigray,2012-12,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,2.6809883603999998,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1578831.5,150.624125,Ethiopia-Tigray-Abi Adi,6.0,
6927,Tigray,Central Tigray,2012-12,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,2.6809883603999998,2012.0,10481.93,0.0,10481.93,ETH,Ethiopia,1578831.5,150.624125,Ethiopia-Tigray-Adwa,6.45,
6928,Tigray,Central Tigray,2013-01,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,3.4676032795,2013.0,10481.93,0.0,10481.93,ETH,Ethiopia,1581897.0,150.91658,Ethiopia-Tigray-Adwa,7.5371429999999995,
6929,Tigray,Central Tigray,2013-01,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,3.4676032795,2013.0,10481.93,0.0,10481.93,ETH,Ethiopia,1581897.0,150.91658,Ethiopia-Tigray-Abi Adi,7.045,
6930,Tigray,Central Tigray,2013-02,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,1.1527242511,2013.0,10481.93,0.0,10481.93,ETH,Ethiopia,1584962.5,151.209035,Ethiopia-Tigray-Abi Adi,7.057777777777781,
6931,Tigray,Central Tigray,2013-02,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,1.1527242511,2013.0,10481.93,0.0,10481.93,ETH,Ethiopia,1584962.5,151.209035,Ethiopia-Tigray-Adwa,7.75523822222222,
6932,Tigray,Central Tigray,2013-03,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,3.8781307257999997,2013.0,10481.93,0.0,10481.93,ETH,Ethiopia,1588028.0,151.50149,Ethiopia-Tigray-Abi Adi,7.0705555555555595,
6933,Tigray,Central Tigray,2013-03,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,3.8781307257999997,2013.0,10481.93,0.0,10481.93,ETH,Ethiopia,1588028.0,151.50149,Ethiopia-Tigray-Adwa,7.97333344444445,
6934,Tigray,Central Tigray,2013-04,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,48.717532261,2013.0,10481.93,0.0,10481.93,ETH,Ethiopia,1591093.5,151.793945,Ethiopia-Tigray-Abi Adi,7.08333333333333,
6935,Tigray,Central Tigray,2013-04,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,48.717532261,2013.0,10481.93,0.0,10481.93,ETH,Ethiopia,1591093.5,151.793945,Ethiopia-Tigray-Adwa,8.19142866666667,
6936,Tigray,Central Tigray,2013-05,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,40.267530486999995,2013.0,10481.93,0.0,10481.93,ETH,Ethiopia,1594159.0,152.0864,Ethiopia-Tigray-Abi Adi,7.09611111111111,
6937,Tigray,Central Tigray,2013-05,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,40.267530486999995,2013.0,10481.93,0.0,10481.93,ETH,Ethiopia,1594159.0,152.0864,Ethiopia-Tigray-Adwa,8.40952388888889,
6938,Tigray,Central Tigray,2013-06,Ethiopia-TIGRAY REGION-CENTRAL TIGRAY ZONE,75.11285277399999,2013.0,10481.93,0.0,10481.93,ETH,Ethiopia,1597224.5,152.37885500000002,Ethiopia-Tigray-Abi Adi,7.10888888888889,
