d3mIndex,administrative_area_level_1,administrative_area_level_2,parseDate,uniloc.x,precipitation,year,TOTAL_A_KM,WATER_A_KM,LAND_A_KM,ISOALPHA,COUNTRYNM,un_wpp_pop_est_li,un_wpp_pop_dens_li,uniloc.y,Maize(white)-Retail_li,Wheat-Wholesale_li
2072,Dire Dawa,East Hararghe,2011-08,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,318.6547378,2011.0,1060.255,0.0,1060.255,ETH,Ethiopia,420063.766666667,396.19126833333297,,,
2073,Dire Dawa,East Hararghe,2011-09,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,174.89509950000001,2011.0,1060.255,0.0,1060.255,ETH,Ethiopia,420911.33333333296,396.99066666666704,,,
2074,Dire Dawa,East Hararghe,2011-10,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,19.194063995,2011.0,1060.255,0.0,1060.255,ETH,Ethiopia,421758.9,397.79006499999997,,,
2075,Dire Dawa,East Hararghe,2011-11,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,23.691708275,2011.0,1060.255,0.0,1060.255,ETH,Ethiopia,422606.466666667,398.58946333333296,,,
2076,Dire Dawa,East Hararghe,2011-12,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,6.6910828979999994,2011.0,1060.255,0.0,1060.255,ETH,Ethiopia,423454.033333333,399.388861666667,,,
2077,Dire Dawa,East Hararghe,2012-01,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,9.4540297765,2012.0,1060.255,0.0,1060.255,ETH,Ethiopia,424301.6,400.18826,,,
2078,Dire Dawa,East Hararghe,2012-02,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,9.247007035,2012.0,1060.255,0.0,1060.255,ETH,Ethiopia,425149.16666666704,400.987658333333,,,
2079,Dire Dawa,East Hararghe,2012-03,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,45.42662453,2012.0,1060.255,0.0,1060.255,ETH,Ethiopia,425996.733333333,401.787056666667,,,
2080,Dire Dawa,East Hararghe,2012-04,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,87.07141042,2012.0,1060.255,0.0,1060.255,ETH,Ethiopia,426844.3,402.586455,,,
2081,Dire Dawa,East Hararghe,2012-05,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,84.980143855,2012.0,1060.255,0.0,1060.255,ETH,Ethiopia,427691.86666666705,403.385853333333,,,
2082,Dire Dawa,East Hararghe,2012-06,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,79.923378825,2012.0,1060.255,0.0,1060.255,ETH,Ethiopia,428539.43333333294,404.185251666667,,,
2083,Dire Dawa,East Hararghe,2012-07,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,152.2698677,2012.0,1060.255,0.0,1060.255,ETH,Ethiopia,429387.0,404.98465,,,
2084,Dire Dawa,East Hararghe,2012-08,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,250.81329580000002,2012.0,1060.255,0.0,1060.255,ETH,Ethiopia,430234.56666666706,405.784048333333,,,
2085,Dire Dawa,East Hararghe,2012-09,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,78.435816255,2012.0,1060.255,0.0,1060.255,ETH,Ethiopia,431082.13333333295,406.58344666666704,,,
2086,Dire Dawa,East Hararghe,2012-10,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,12.821265655,2012.0,1060.255,0.0,1060.255,ETH,Ethiopia,431929.7,407.38284500000003,,,
2087,Dire Dawa,East Hararghe,2012-11,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,2.4613485685,2012.0,1060.255,0.0,1060.255,ETH,Ethiopia,432777.266666667,408.18224333333296,,,
2088,Dire Dawa,East Hararghe,2012-12,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,3.841389347,2012.0,1060.255,0.0,1060.255,ETH,Ethiopia,433624.83333333296,408.98164166666703,,,
2089,Dire Dawa,East Hararghe,2013-01,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,8.224263289,2013.0,1060.255,0.0,1060.255,ETH,Ethiopia,434472.4,409.78104,,,
2090,Dire Dawa,East Hararghe,2013-02,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,2.5637252630000003,2013.0,1060.255,0.0,1060.255,ETH,Ethiopia,435319.966666667,410.58043833333295,,,
2091,Dire Dawa,East Hararghe,2013-03,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,80.289274475,2013.0,1060.255,0.0,1060.255,ETH,Ethiopia,436167.533333333,411.379836666667,,,
2092,Dire Dawa,East Hararghe,2013-04,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,86.704131195,2013.0,1060.255,0.0,1060.255,ETH,Ethiopia,437015.1,412.179235,,,
2093,Dire Dawa,East Hararghe,2013-05,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,51.37154086,2013.0,1060.255,0.0,1060.255,ETH,Ethiopia,437862.66666666704,412.978633333333,,,
2094,Dire Dawa,East Hararghe,2013-06,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,14.665847385,2013.0,1060.255,0.0,1060.255,ETH,Ethiopia,438710.233333333,413.778031666667,,,
2095,Dire Dawa,East Hararghe,2013-07,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,155.73371935,2013.0,1060.255,0.0,1060.255,ETH,Ethiopia,439557.8,414.57743,,,
2096,Dire Dawa,East Hararghe,2013-08,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,251.2734664,2013.0,1060.255,0.0,1060.255,ETH,Ethiopia,440405.36666666705,415.376828333333,,,
2097,Dire Dawa,East Hararghe,2013-09,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,96.86462478,2013.0,1060.255,0.0,1060.255,ETH,Ethiopia,441252.93333333294,416.17622666666705,,,
2098,Dire Dawa,East Hararghe,2013-10,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,118.2936199,2013.0,1060.255,0.0,1060.255,ETH,Ethiopia,442100.5,416.975625,,,
2099,Dire Dawa,East Hararghe,2013-11,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,114.03994025,2013.0,1060.255,0.0,1060.255,ETH,Ethiopia,442948.06666666706,417.77502333333297,,,
2100,Dire Dawa,East Hararghe,2013-12,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,2.329807279,2013.0,1060.255,0.0,1060.255,ETH,Ethiopia,443795.63333333295,418.57442166666704,,,
2101,Dire Dawa,East Hararghe,2014-01,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,3.6502917335,2014.0,1060.255,0.0,1060.255,ETH,Ethiopia,444643.2,419.37382,,,
2102,Dire Dawa,East Hararghe,2014-02,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,20.21371627,2014.0,1060.255,0.0,1060.255,ETH,Ethiopia,445490.766666667,420.17321833333295,,,
2103,Dire Dawa,East Hararghe,2014-03,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,51.710585515,2014.0,1060.255,0.0,1060.255,ETH,Ethiopia,446338.33333333296,420.972616666667,,,
2104,Dire Dawa,East Hararghe,2014-04,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,203.7145773,2014.0,1060.255,0.0,1060.255,ETH,Ethiopia,447185.9,421.772015,,,
2105,Dire Dawa,East Hararghe,2014-05,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,82.608201365,2014.0,1060.255,0.0,1060.255,ETH,Ethiopia,448033.466666667,422.571413333333,,,
2106,Dire Dawa,East Hararghe,2014-06,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,24.593710965,2014.0,1060.255,0.0,1060.255,ETH,Ethiopia,448881.033333333,423.370811666667,,,
2107,Dire Dawa,East Hararghe,2014-07,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,137.82597935,2014.0,1060.255,0.0,1060.255,ETH,Ethiopia,449728.6,424.17020999999994,,,
2108,Dire Dawa,East Hararghe,2014-08,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,156.6329865,2014.0,1060.255,0.0,1060.255,ETH,Ethiopia,450576.16666666704,424.969608333333,,,
2109,Dire Dawa,East Hararghe,2014-09,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,174.68188865,2014.0,1060.255,0.0,1060.255,ETH,Ethiopia,451423.733333333,425.769006666667,,,
2110,Dire Dawa,East Hararghe,2014-10,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,123.80546740000001,2014.0,1060.255,0.0,1060.255,ETH,Ethiopia,452271.3,426.568405,,,
2111,Dire Dawa,East Hararghe,2014-11,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,7.9895346295000005,2014.0,1060.255,0.0,1060.255,ETH,Ethiopia,453118.86666666705,427.367803333333,,,
2112,Dire Dawa,East Hararghe,2014-12,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,6.1873579435,2014.0,1060.255,0.0,1060.255,ETH,Ethiopia,453966.43333333294,428.16720166666704,,,
2113,Dire Dawa,East Hararghe,2015-01,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,0.742928521,2015.0,1060.255,0.0,1060.255,ETH,Ethiopia,454814.0,428.9666,,,
2114,Dire Dawa,East Hararghe,2015-02,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,2.192939736,2015.0,1060.255,0.0,1060.255,ETH,Ethiopia,455700.31666666706,429.802546666667,,,
2115,Dire Dawa,East Hararghe,2015-03,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,35.16291771,2015.0,1060.255,0.0,1060.255,ETH,Ethiopia,456586.63333333295,430.638493333333,,,
2116,Dire Dawa,East Hararghe,2015-04,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,50.277565865,2015.0,1060.255,0.0,1060.255,ETH,Ethiopia,457472.95,431.47444,,,
2117,Dire Dawa,East Hararghe,2015-05,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,106.886892335,2015.0,1060.255,0.0,1060.255,ETH,Ethiopia,458359.266666667,432.310386666667,,,
2118,Dire Dawa,East Hararghe,2015-06,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,57.79591952,2015.0,1060.255,0.0,1060.255,ETH,Ethiopia,459245.58333333296,433.14633333333296,,,
2119,Dire Dawa,East Hararghe,2015-07,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,51.571994425,2015.0,1060.255,0.0,1060.255,ETH,Ethiopia,460131.9,433.98228,,,
2120,Dire Dawa,East Hararghe,2015-08,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,199.94716335,2015.0,1060.255,0.0,1060.255,ETH,Ethiopia,461018.216666667,434.81822666666704,,,
2121,Dire Dawa,East Hararghe,2015-09,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,127.48078005,2015.0,1060.255,0.0,1060.255,ETH,Ethiopia,461904.533333333,435.65417333333295,,,
2122,Dire Dawa,East Hararghe,2015-10,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,20.782282375,2015.0,1060.255,0.0,1060.255,ETH,Ethiopia,462790.85,436.49012,,,
2123,Dire Dawa,East Hararghe,2015-11,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,21.15482406,2015.0,1060.255,0.0,1060.255,ETH,Ethiopia,463677.16666666704,437.32606666666703,,,
2124,Dire Dawa,East Hararghe,2015-12,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,1.520989735,2015.0,1060.255,0.0,1060.255,ETH,Ethiopia,464563.483333333,438.162013333333,,,
2125,Dire Dawa,East Hararghe,2016-01,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,15.22758763,2016.0,1060.255,0.0,1060.255,ETH,Ethiopia,465449.8,438.99796,,,
2126,Dire Dawa,East Hararghe,2016-02,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,16.96980353,2016.0,1060.255,0.0,1060.255,ETH,Ethiopia,466336.11666666705,439.833906666667,,,
2127,Dire Dawa,East Hararghe,2016-03,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,31.140510499999998,2016.0,1060.255,0.0,1060.255,ETH,Ethiopia,467222.43333333294,440.669853333333,,,
2128,Dire Dawa,East Hararghe,2016-04,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,232.74756945,2016.0,1060.255,0.0,1060.255,ETH,Ethiopia,468108.75,441.5058,,,
2129,Dire Dawa,East Hararghe,2016-05,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,168.8407061,2016.0,1060.255,0.0,1060.255,ETH,Ethiopia,468995.06666666706,442.341746666667,,,
2130,Dire Dawa,East Hararghe,2016-06,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,69.42266285,2016.0,1060.255,0.0,1060.255,ETH,Ethiopia,469881.38333333295,443.17769333333297,,,
2131,Dire Dawa,East Hararghe,2016-07,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,151.25434525,2016.0,1060.255,0.0,1060.255,ETH,Ethiopia,470767.7,444.01364,,,
2132,Dire Dawa,East Hararghe,2016-08,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,129.43361745,2016.0,1060.255,0.0,1060.255,ETH,Ethiopia,471654.016666667,444.84958666666705,,,
2133,Dire Dawa,East Hararghe,2016-09,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,121.16937925,2016.0,1060.255,0.0,1060.255,ETH,Ethiopia,472540.33333333296,445.68553333333296,,,
2134,Dire Dawa,East Hararghe,2016-10,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,14.347367135,2016.0,1060.255,0.0,1060.255,ETH,Ethiopia,473426.65,446.52148,,,
2135,Dire Dawa,East Hararghe,2016-11,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,21.600394885,2016.0,1060.255,0.0,1060.255,ETH,Ethiopia,474312.966666667,447.35742666666704,,,
2136,Dire Dawa,East Hararghe,2016-12,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,6.0835262465,2016.0,1060.255,0.0,1060.255,ETH,Ethiopia,475199.283333333,448.193373333333,,,
2137,Dire Dawa,East Hararghe,2017-01,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,3.0817596535000003,2017.0,1060.255,0.0,1060.255,ETH,Ethiopia,476085.6,449.02932000000004,,,
2138,Dire Dawa,East Hararghe,2017-02,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,19.80127877,2017.0,1060.255,0.0,1060.255,ETH,Ethiopia,476971.91666666704,449.865266666667,,,
2139,Dire Dawa,East Hararghe,2017-03,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,119.28074705,2017.0,1060.255,0.0,1060.255,ETH,Ethiopia,477858.233333333,450.701213333333,,,
2140,Dire Dawa,East Hararghe,2017-04,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,60.322686985,2017.0,1060.255,0.0,1060.255,ETH,Ethiopia,478744.55,451.53716,,,
2141,Dire Dawa,East Hararghe,2017-05,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,160.99957825,2017.0,1060.255,0.0,1060.255,ETH,Ethiopia,479630.86666666705,452.373106666667,,,
2142,Dire Dawa,East Hararghe,2017-06,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,37.148446825,2017.0,1060.255,0.0,1060.255,ETH,Ethiopia,480517.18333333294,453.209053333333,,,
2143,Dire Dawa,East Hararghe,2017-07,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,114.38586865,2017.0,1060.255,0.0,1060.255,ETH,Ethiopia,481403.5,454.045,,,
2144,Dire Dawa,East Hararghe,2017-08,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,184.30521675,2017.0,1060.255,0.0,1060.255,ETH,Ethiopia,482289.81666666706,454.880946666667,,,
2145,Dire Dawa,East Hararghe,2017-09,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,239.7238086,2017.0,1060.255,0.0,1060.255,ETH,Ethiopia,483176.13333333295,455.71689333333296,,,
2146,Dire Dawa,East Hararghe,2017-10,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,26.698230495,2017.0,1060.255,0.0,1060.255,ETH,Ethiopia,484062.45,456.55284000000006,,,
2147,Dire Dawa,East Hararghe,2017-11,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,4.836772795,2017.0,1060.255,0.0,1060.255,ETH,Ethiopia,484948.766666667,457.38878666666704,,,
2148,Dire Dawa,East Hararghe,2017-12,Ethiopia-DIRE DAWA CITY ADMINISTRATION-DIRE DAWA CITY ADMINISTRATION,9.942006542,2017.0,1060.255,0.0,1060.255,ETH,Ethiopia,485835.08333333296,458.22473333333295,,,
2149,,,,,,,,,,,,,,,,
2150,,,,,,,,,,,,,,,,
2151,,,,,,,,,,,,,,,,
2152,,,,,,,,,,,,,,,,
2153,,,,,,,,,,,,,,,,
2154,,,,,,,,,,,,,,,,
2155,,,,,,,,,,,,,,,,
2156,,,,,,,,,,,,,,,,
2157,,,,,,,,,,,,,,,,
2158,,,,,,,,,,,,,,,,
2159,,,,,,,,,,,,,,,,
2160,,,,,,,,,,,,,,,,
2161,,,,,,,,,,,,,,,,
2162,,,,,,,,,,,,,,,,
2163,,,,,,,,,,,,,,,,
2164,,,,,,,,,,,,,,,,
2165,,,,,,,,,,,,,,,,
2166,,,,,,,,,,,,,,,,
2167,,,,,,,,,,,,,,,,
2168,,,,,,,,,,,,,,,,
2169,,,,,,,,,,,,,,,,
2170,,,,,,,,,,,,,,,,
2171,,,,,,,,,,,,,,,,
2172,,,,,,,,,,,,,,,,
2173,,,,,,,,,,,,,,,,
2174,,,,,,,,,,,,,,,,
2175,,,,,,,,,,,,,,,,
2176,,,,,,,,,,,,,,,,
2177,,,,,,,,,,,,,,,,
2178,,,,,,,,,,,,,,,,
2179,,,,,,,,,,,,,,,,
2180,,,,,,,,,,,,,,,,
2181,,,,,,,,,,,,,,,,
2182,,,,,,,,,,,,,,,,
2183,,,,,,,,,,,,,,,,
2184,,,,,,,,,,,,,,,,
2185,,,,,,,,,,,,,,,,
2186,,,,,,,,,,,,,,,,
2187,,,,,,,,,,,,,,,,
2188,,,,,,,,,,,,,,,,
2189,,,,,,,,,,,,,,,,
2190,,,,,,,,,,,,,,,,
2191,,,,,,,,,,,,,,,,
2192,,,,,,,,,,,,,,,,
2193,,,,,,,,,,,,,,,,
2194,,,,,,,,,,,,,,,,
2195,,,,,,,,,,,,,,,,
2196,,,,,,,,,,,,,,,,
2197,,,,,,,,,,,,,,,,
2198,,,,,,,,,,,,,,,,
2199,,,,,,,,,,,,,,,,
2200,,,,,,,,,,,,,,,,
2201,,,,,,,,,,,,,,,,
2202,,,,,,,,,,,,,,,,
2203,,,,,,,,,,,,,,,,
2204,,,,,,,,,,,,,,,,
2205,,,,,,,,,,,,,,,,
2206,,,,,,,,,,,,,,,,
2207,,,,,,,,,,,,,,,,
2208,,,,,,,,,,,,,,,,
2209,,,,,,,,,,,,,,,,
2210,,,,,,,,,,,,,,,,
2211,,,,,,,,,,,,,,,,
2212,,,,,,,,,,,,,,,,
2213,,,,,,,,,,,,,,,,
2214,,,,,,,,,,,,,,,,
2215,,,,,,,,,,,,,,,,
2216,,,,,,,,,,,,,,,,
2217,,,,,,,,,,,,,,,,
2218,,,,,,,,,,,,,,,,
2219,,,,,,,,,,,,,,,,
2220,,,,,,,,,,,,,,,,
2221,,,,,,,,,,,,,,,,
2222,,,,,,,,,,,,,,,,
2223,,,,,,,,,,,,,,,,
2224,,,,,,,,,,,,,,,,
2225,,,,,,,,,,,,,,,,
2226,,,,,,,,,,,,,,,,
2227,,,,,,,,,,,,,,,,
2228,,,,,,,,,,,,,,,,
2229,,,,,,,,,,,,,,,,
2230,,,,,,,,,,,,,,,,
2231,,,,,,,,,,,,,,,,
2232,,,,,,,,,,,,,,,,
2233,,,,,,,,,,,,,,,,
2234,,,,,,,,,,,,,,,,
2235,,,,,,,,,,,,,,,,
2236,,,,,,,,,,,,,,,,
2237,,,,,,,,,,,,,,,,
2238,,,,,,,,,,,,,,,,
2239,,,,,,,,,,,,,,,,
2240,,,,,,,,,,,,,,,,
2241,,,,,,,,,,,,,,,,
2242,,,,,,,,,,,,,,,,
2243,,,,,,,,,,,,,,,,
2244,,,,,,,,,,,,,,,,
2245,,,,,,,,,,,,,,,,
2246,,,,,,,,,,,,,,,,
2247,,,,,,,,,,,,,,,,
2248,,,,,,,,,,,,,,,,
2249,,,,,,,,,,,,,,,,
2250,,,,,,,,,,,,,,,,
2251,,,,,,,,,,,,,,,,
2252,,,,,,,,,,,,,,,,
2253,,,,,,,,,,,,,,,,
2254,,,,,,,,,,,,,,,,
2255,,,,,,,,,,,,,,,,
2256,,,,,,,,,,,,,,,,
2257,,,,,,,,,,,,,,,,
2258,,,,,,,,,,,,,,,,
2259,,,,,,,,,,,,,,,,
2260,,,,,,,,,,,,,,,,
2261,,,,,,,,,,,,,,,,
2262,,,,,,,,,,,,,,,,
2263,,,,,,,,,,,,,,,,
2264,,,,,,,,,,,,,,,,
2265,,,,,,,,,,,,,,,,
2266,,,,,,,,,,,,,,,,
2267,,,,,,,,,,,,,,,,
2268,,,,,,,,,,,,,,,,
2269,,,,,,,,,,,,,,,,
2270,,,,,,,,,,,,,,,,
2271,,,,,,,,,,,,,,,,
2272,,,,,,,,,,,,,,,,
2273,,,,,,,,,,,,,,,,
2274,,,,,,,,,,,,,,,,
2275,,,,,,,,,,,,,,,,
2276,,,,,,,,,,,,,,,,
2277,,,,,,,,,,,,,,,,
2278,,,,,,,,,,,,,,,,
2279,,,,,,,,,,,,,,,,
2280,,,,,,,,,,,,,,,,
2281,,,,,,,,,,,,,,,,
2282,,,,,,,,,,,,,,,,
2283,,,,,,,,,,,,,,,,
2284,,,,,,,,,,,,,,,,
2285,,,,,,,,,,,,,,,,
2286,,,,,,,,,,,,,,,,
2287,,,,,,,,,,,,,,,,
2288,,,,,,,,,,,,,,,,
2289,,,,,,,,,,,,,,,,
2290,,,,,,,,,,,,,,,,
2291,,,,,,,,,,,,,,,,
2292,,,,,,,,,,,,,,,,
2293,,,,,,,,,,,,,,,,
2294,,,,,,,,,,,,,,,,
2295,,,,,,,,,,,,,,,,
2296,,,,,,,,,,,,,,,,
2297,,,,,,,,,,,,,,,,
2298,,,,,,,,,,,,,,,,
2299,,,,,,,,,,,,,,,,
2300,,,,,,,,,,,,,,,,
2301,,,,,,,,,,,,,,,,
2302,,,,,,,,,,,,,,,,
2303,,,,,,,,,,,,,,,,
2304,,,,,,,,,,,,,,,,
2305,,,,,,,,,,,,,,,,
2306,,,,,,,,,,,,,,,,
2307,,,,,,,,,,,,,,,,
2308,,,,,,,,,,,,,,,,
2309,,,,,,,,,,,,,,,,
2310,,,,,,,,,,,,,,,,
2311,,,,,,,,,,,,,,,,
2312,,,,,,,,,,,,,,,,
2313,,,,,,,,,,,,,,,,
2314,,,,,,,,,,,,,,,,
2315,,,,,,,,,,,,,,,,
2316,,,,,,,,,,,,,,,,
2317,,,,,,,,,,,,,,,,
2318,,,,,,,,,,,,,,,,
2319,,,,,,,,,,,,,,,,
2320,,,,,,,,,,,,,,,,
2321,,,,,,,,,,,,,,,,
2322,,,,,,,,,,,,,,,,
2323,,,,,,,,,,,,,,,,
2324,,,,,,,,,,,,,,,,
2325,,,,,,,,,,,,,,,,
2326,,,,,,,,,,,,,,,,
2327,,,,,,,,,,,,,,,,
2328,,,,,,,,,,,,,,,,
2329,,,,,,,,,,,,,,,,
2330,,,,,,,,,,,,,,,,
2331,,,,,,,,,,,,,,,,
2332,,,,,,,,,,,,,,,,
2333,,,,,,,,,,,,,,,,
2334,,,,,,,,,,,,,,,,
2335,,,,,,,,,,,,,,,,
2336,,,,,,,,,,,,,,,,
2337,,,,,,,,,,,,,,,,
2338,,,,,,,,,,,,,,,,
2339,,,,,,,,,,,,,,,,
2340,,,,,,,,,,,,,,,,
2341,,,,,,,,,,,,,,,,
2342,,,,,,,,,,,,,,,,
2343,,,,,,,,,,,,,,,,
2344,,,,,,,,,,,,,,,,
2345,,,,,,,,,,,,,,,,
2346,,,,,,,,,,,,,,,,
2347,,,,,,,,,,,,,,,,
2348,,,,,,,,,,,,,,,,
2349,,,,,,,,,,,,,,,,
2350,,,,,,,,,,,,,,,,
2351,,,,,,,,,,,,,,,,
2352,,,,,,,,,,,,,,,,
2353,,,,,,,,,,,,,,,,
2354,,,,,,,,,,,,,,,,
2355,,,,,,,,,,,,,,,,
2356,,,,,,,,,,,,,,,,
2357,,,,,,,,,,,,,,,,
2358,,,,,,,,,,,,,,,,
2359,,,,,,,,,,,,,,,,
2360,,,,,,,,,,,,,,,,
2361,,,,,,,,,,,,,,,,
2362,,,,,,,,,,,,,,,,
2363,,,,,,,,,,,,,,,,
2364,,,,,,,,,,,,,,,,
2365,,,,,,,,,,,,,,,,
2366,,,,,,,,,,,,,,,,
2367,,,,,,,,,,,,,,,,
2368,,,,,,,,,,,,,,,,
2369,,,,,,,,,,,,,,,,
2370,,,,,,,,,,,,,,,,
