"d3mIndex","Region","Zone","Date","Year","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","population","population_density","MaizeRetailPrice_li","WheatRetailPrice_li","MaizeProductionQuintal","WheatProductionQuintal","MaizeYieldQtHa","WheatYieldQtHa","Month","AnyAction","IndirectConflict","DirectConflict","Protest"
6047,"Southern Nations, Nationalities, and People's Region","Omo","2018-04",2018,305.986269199415,22751.3,167.5319,22583.77,"ETH","Ethiopia",857467.05,37.968292,NA,NA,NA,NA,NA,NA,4,0,0,0,0
6048,"Southern Nations, Nationalities, and People's Region","Omo","2018-05",2018,149.138946945963,22751.3,167.5319,22583.77,"ETH","Ethiopia",859282.666666667,38.0486866666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
6049,"Southern Nations, Nationalities, and People's Region","Omo","2018-06",2018,81.2528522816151,22751.3,167.5319,22583.77,"ETH","Ethiopia",861098.283333333,38.1290813333333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
6050,"Southern Nations, Nationalities, and People's Region","Omo","2018-07",2018,77.138760981427,22751.3,167.5319,22583.77,"ETH","Ethiopia",862913.9,38.209476,NA,NA,NA,NA,NA,NA,7,0,0,0,0
6051,"Southern Nations, Nationalities, and People's Region","Omo","2018-08",2018,81.0148487328779,22751.3,167.5319,22583.77,"ETH","Ethiopia",864729.516666667,38.2898706666667,NA,NA,NA,NA,NA,NA,8,0,0,0,0
6052,"Southern Nations, Nationalities, and People's Region","Omo","2018-09",2018,86.9623445098191,22751.3,167.5319,22583.77,"ETH","Ethiopia",866545.133333333,38.3702653333333,NA,NA,NA,NA,NA,NA,9,0,0,0,0
6053,"Southern Nations, Nationalities, and People's Region","Omo","2018-10",2018,88.9761930294519,22751.3,167.5319,22583.77,"ETH","Ethiopia",868360.75,38.45066,NA,NA,NA,NA,NA,NA,10,0,0,0,0
6054,"Southern Nations, Nationalities, and People's Region","Omo","2018-11",2018,73.0202176473277,22751.3,167.5319,22583.77,"ETH","Ethiopia",870176.366666667,38.5310546666667,NA,NA,NA,NA,NA,NA,11,0,0,0,0
6055,"Southern Nations, Nationalities, and People's Region","Omo","2018-12",2018,53.6724876188236,22751.3,167.5319,22583.77,"ETH","Ethiopia",871991.983333333,38.6114493333333,NA,NA,NA,NA,NA,NA,12,0,0,0,0
6056,"Southern Nations, Nationalities, and People's Region","Omo","2019-01",2019,7.8111511818747,22751.3,167.5319,22583.77,"ETH","Ethiopia",873807.6,38.691844,NA,NA,NA,NA,NA,NA,1,0,0,0,0
6057,"Southern Nations, Nationalities, and People's Region","Omo","2019-02",2019,21.5443560947824,22751.3,167.5319,22583.77,"ETH","Ethiopia",875623.216666667,38.7722386666667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
6058,"Southern Nations, Nationalities, and People's Region","Omo","2019-03",2019,60.9474538028695,22751.3,167.5319,22583.77,"ETH","Ethiopia",877438.833333333,38.8526333333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
6059,"Southern Nations, Nationalities, and People's Region","Omo","2019-04",2019,183.116080934056,22751.3,167.5319,22583.77,"ETH","Ethiopia",879254.45,38.933028,NA,NA,NA,NA,NA,NA,4,0,0,0,0
6060,"Southern Nations, Nationalities, and People's Region","Omo","2019-05",2019,138.560664386584,22751.3,167.5319,22583.77,"ETH","Ethiopia",881070.066666667,39.0134226666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
6061,"Southern Nations, Nationalities, and People's Region","Omo","2019-06",2019,111.658628302226,22751.3,167.5319,22583.77,"ETH","Ethiopia",882885.683333333,39.0938173333333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
6062,"Southern Nations, Nationalities, and People's Region","Omo","2019-07",2019,105.547855730621,22751.3,167.5319,22583.77,"ETH","Ethiopia",884701.3,39.174212,NA,NA,NA,NA,NA,NA,7,0,0,0,0
6063,"Southern Nations, Nationalities, and People's Region","Omo","2019-08",2019,67.8873528417973,22751.3,167.5319,22583.77,"ETH","Ethiopia",886516.916666667,39.2546066666667,NA,NA,NA,NA,NA,NA,8,0,0,0,0
6064,"Southern Nations, Nationalities, and People's Region","Omo",NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94279.03,15560.67,9.84,11.61,NA,0,0,0,0
6065,"Southern Nations, Nationalities, and People's Region","Omo",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193437,NA,18.85,NA,NA,0,0,0,0
6066,"Southern Nations, Nationalities, and People's Region","Sheka","2008-01",2008,81.9287133333333,2362.879,0,2362.879,"ETH","Ethiopia",225385.4,95.385944,NA,NA,54342.8,NA,25.31,NA,1,0,0,0,0
6067,"Southern Nations, Nationalities, and People's Region","Sheka","2008-02",2008,48.5948897366667,2362.879,0,2362.879,"ETH","Ethiopia",225921.633333333,95.6128846666667,NA,NA,54342.8,NA,25.31,NA,2,0,0,0,0
6068,"Southern Nations, Nationalities, and People's Region","Sheka","2008-03",2008,49.9729218266667,2362.879,0,2362.879,"ETH","Ethiopia",226457.866666667,95.8398253333333,NA,NA,54342.8,NA,25.31,NA,3,0,0,0,0
6069,"Southern Nations, Nationalities, and People's Region","Sheka","2008-04",2008,208.284108833333,2362.879,0,2362.879,"ETH","Ethiopia",226994.1,96.066766,NA,NA,54342.8,NA,25.31,NA,4,0,0,0,0
6070,"Southern Nations, Nationalities, and People's Region","Sheka","2008-05",2008,280.446063866667,2362.879,0,2362.879,"ETH","Ethiopia",227530.333333333,96.2937066666667,NA,NA,54342.8,NA,25.31,NA,5,0,0,0,0
6071,"Southern Nations, Nationalities, and People's Region","Sheka","2008-06",2008,234.4107963,2362.879,0,2362.879,"ETH","Ethiopia",228066.566666667,96.5206473333333,NA,NA,54342.8,NA,25.31,NA,6,0,0,0,0
6072,"Southern Nations, Nationalities, and People's Region","Sheka","2008-07",2008,180.829242233333,2362.879,0,2362.879,"ETH","Ethiopia",228602.8,96.747588,NA,NA,54342.8,NA,25.31,NA,7,0,0,0,0
6073,"Southern Nations, Nationalities, and People's Region","Sheka","2008-08",2008,191.078149833333,2362.879,0,2362.879,"ETH","Ethiopia",229139.033333333,96.9745286666667,NA,NA,54342.8,NA,25.31,NA,8,0,0,0,0
6074,"Southern Nations, Nationalities, and People's Region","Sheka","2008-09",2008,213.611809733333,2362.879,0,2362.879,"ETH","Ethiopia",229675.266666667,97.2014693333333,NA,NA,54342.8,NA,25.31,NA,9,0,0,0,0
6075,"Southern Nations, Nationalities, and People's Region","Sheka","2008-10",2008,155.955564066667,2362.879,0,2362.879,"ETH","Ethiopia",230211.5,97.42841,NA,NA,54342.8,NA,25.31,NA,10,0,0,0,0
6076,"Southern Nations, Nationalities, and People's Region","Sheka","2008-11",2008,106.5274283,2362.879,0,2362.879,"ETH","Ethiopia",230747.733333333,97.6553506666667,NA,NA,54342.8,NA,25.31,NA,11,0,0,0,0
6077,"Southern Nations, Nationalities, and People's Region","Sheka","2008-12",2008,51.5944273033333,2362.879,0,2362.879,"ETH","Ethiopia",231283.966666667,97.8822913333333,NA,NA,54342.8,NA,25.31,NA,12,0,0,0,0
6078,"Southern Nations, Nationalities, and People's Region","Sheka","2009-01",2009,60.84800131,2362.879,0,2362.879,"ETH","Ethiopia",231820.2,98.109232,NA,NA,19709.15,NA,13.5,NA,1,0,0,0,0
6079,"Southern Nations, Nationalities, and People's Region","Sheka","2009-02",2009,81.26934344,2362.879,0,2362.879,"ETH","Ethiopia",232356.433333333,98.3361726666667,NA,NA,19709.15,NA,13.5,NA,2,0,0,0,0
6080,"Southern Nations, Nationalities, and People's Region","Sheka","2009-03",2009,111.065557333333,2362.879,0,2362.879,"ETH","Ethiopia",232892.666666667,98.5631133333333,NA,NA,19709.15,NA,13.5,NA,3,0,0,0,0
6081,"Southern Nations, Nationalities, and People's Region","Sheka","2009-04",2009,272.9035778,2362.879,0,2362.879,"ETH","Ethiopia",233428.9,98.790054,NA,NA,19709.15,NA,13.5,NA,4,0,0,0,0
6082,"Southern Nations, Nationalities, and People's Region","Sheka","2009-05",2009,154.3136057,2362.879,0,2362.879,"ETH","Ethiopia",233965.133333333,99.0169946666667,NA,NA,19709.15,NA,13.5,NA,5,0,0,0,0
6083,"Southern Nations, Nationalities, and People's Region","Sheka","2009-06",2009,174.8935998,2362.879,0,2362.879,"ETH","Ethiopia",234501.366666667,99.2439353333333,NA,NA,19709.15,NA,13.5,NA,6,0,0,0,0
6084,"Southern Nations, Nationalities, and People's Region","Sheka","2009-07",2009,170.249405233333,2362.879,0,2362.879,"ETH","Ethiopia",235037.6,99.470876,NA,NA,19709.15,NA,13.5,NA,7,0,0,0,0
6085,"Southern Nations, Nationalities, and People's Region","Sheka","2009-08",2009,284.125728666667,2362.879,0,2362.879,"ETH","Ethiopia",235573.833333333,99.6978166666667,NA,NA,19709.15,NA,13.5,NA,8,0,0,0,0
6086,"Southern Nations, Nationalities, and People's Region","Sheka","2009-09",2009,198.297743366667,2362.879,0,2362.879,"ETH","Ethiopia",236110.066666667,99.9247573333333,NA,NA,19709.15,NA,13.5,NA,9,0,0,0,0
6087,"Southern Nations, Nationalities, and People's Region","Sheka","2009-10",2009,202.6596009,2362.879,0,2362.879,"ETH","Ethiopia",236646.3,100.151698,NA,NA,19709.15,NA,13.5,NA,10,0,0,0,0
6088,"Southern Nations, Nationalities, and People's Region","Sheka","2009-11",2009,56.2742872566667,2362.879,0,2362.879,"ETH","Ethiopia",237182.533333333,100.378638666667,NA,NA,19709.15,NA,13.5,NA,11,0,0,0,0
6089,"Southern Nations, Nationalities, and People's Region","Sheka","2009-12",2009,79.68259363,2362.879,0,2362.879,"ETH","Ethiopia",237718.766666667,100.605579333333,NA,NA,19709.15,NA,13.5,NA,12,0,0,0,0
6090,"Southern Nations, Nationalities, and People's Region","Sheka","2010-01",2010,96.5166491666667,2362.879,0,2362.879,"ETH","Ethiopia",238255,100.83252,NA,NA,NA,NA,18.93,NA,1,0,0,0,0
6091,"Southern Nations, Nationalities, and People's Region","Sheka","2010-02",2010,71.6614709866667,2362.879,0,2362.879,"ETH","Ethiopia",238841.183333333,101.080600166667,NA,NA,NA,NA,18.93,NA,2,0,0,0,0
6092,"Southern Nations, Nationalities, and People's Region","Sheka","2010-03",2010,83.02264204,2362.879,0,2362.879,"ETH","Ethiopia",239427.366666667,101.328680333333,NA,NA,NA,NA,18.93,NA,3,0,0,0,0
6093,"Southern Nations, Nationalities, and People's Region","Sheka","2010-04",2010,122.366388973333,2362.879,0,2362.879,"ETH","Ethiopia",240013.55,101.5767605,NA,NA,NA,NA,18.93,NA,4,0,0,0,0
6094,"Southern Nations, Nationalities, and People's Region","Sheka","2010-05",2010,222.201956666667,2362.879,0,2362.879,"ETH","Ethiopia",240599.733333333,101.824840666667,NA,NA,NA,NA,18.93,NA,5,0,0,0,0
6095,"Southern Nations, Nationalities, and People's Region","Sheka","2010-06",2010,225.631498066667,2362.879,0,2362.879,"ETH","Ethiopia",241185.916666667,102.072920833333,NA,NA,NA,NA,18.93,NA,6,0,0,0,0
6096,"Southern Nations, Nationalities, and People's Region","Sheka","2010-07",2010,199.5294581,2362.879,0,2362.879,"ETH","Ethiopia",241772.1,102.321001,NA,NA,NA,NA,18.93,NA,7,0,0,0,0
6097,"Southern Nations, Nationalities, and People's Region","Sheka","2010-08",2010,166.156041166667,2362.879,0,2362.879,"ETH","Ethiopia",242358.283333333,102.569081166667,NA,NA,NA,NA,18.93,NA,8,0,0,0,0
6098,"Southern Nations, Nationalities, and People's Region","Sheka","2010-09",2010,194.087843066667,2362.879,0,2362.879,"ETH","Ethiopia",242944.466666667,102.817161333333,NA,NA,NA,NA,18.93,NA,9,0,0,0,0
6099,"Southern Nations, Nationalities, and People's Region","Sheka","2010-10",2010,161.896536,2362.879,0,2362.879,"ETH","Ethiopia",243530.65,103.0652415,NA,NA,NA,NA,18.93,NA,10,0,0,0,0
6100,"Southern Nations, Nationalities, and People's Region","Sheka","2010-11",2010,137.984024333333,2362.879,0,2362.879,"ETH","Ethiopia",244116.833333333,103.313321666667,NA,NA,NA,NA,18.93,NA,11,0,0,0,0
6101,"Southern Nations, Nationalities, and People's Region","Sheka","2010-12",2010,57.0235221133333,2362.879,0,2362.879,"ETH","Ethiopia",244703.016666667,103.561401833333,NA,NA,NA,NA,18.93,NA,12,0,0,0,0
6102,"Southern Nations, Nationalities, and People's Region","Sheka","2011-01",2011,51.29666086,2362.879,0,2362.879,"ETH","Ethiopia",245289.2,103.809482,NA,NA,NA,NA,NA,NA,1,0,0,0,0
6103,"Southern Nations, Nationalities, and People's Region","Sheka","2011-02",2011,34.94428234,2362.879,0,2362.879,"ETH","Ethiopia",245875.383333333,104.057562166667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
6104,"Southern Nations, Nationalities, and People's Region","Sheka","2011-03",2011,65.4481634333333,2362.879,0,2362.879,"ETH","Ethiopia",246461.566666667,104.305642333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
6105,"Southern Nations, Nationalities, and People's Region","Sheka","2011-04",2011,177.769361766667,2362.879,0,2362.879,"ETH","Ethiopia",247047.75,104.5537225,NA,NA,NA,NA,NA,NA,4,0,0,0,0
6106,"Southern Nations, Nationalities, and People's Region","Sheka","2011-05",2011,219.7363109,2362.879,0,2362.879,"ETH","Ethiopia",247633.933333333,104.801802666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
6107,"Southern Nations, Nationalities, and People's Region","Sheka","2011-06",2011,202.7052062,2362.879,0,2362.879,"ETH","Ethiopia",248220.116666667,105.049882833333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
6108,"Southern Nations, Nationalities, and People's Region","Sheka","2011-07",2011,277.077644366667,2362.879,0,2362.879,"ETH","Ethiopia",248806.3,105.297963,NA,NA,NA,NA,NA,NA,7,0,0,0,0
6109,"Southern Nations, Nationalities, and People's Region","Sheka","2011-08",2011,249.404281333333,2362.879,0,2362.879,"ETH","Ethiopia",249392.483333333,105.546043166667,NA,NA,NA,NA,NA,NA,8,0,0,0,0
6110,"Southern Nations, Nationalities, and People's Region","Sheka","2011-09",2011,358.717343466667,2362.879,0,2362.879,"ETH","Ethiopia",249978.666666667,105.794123333333,NA,NA,NA,NA,NA,NA,9,0,0,0,0
6111,"Southern Nations, Nationalities, and People's Region","Sheka","2011-10",2011,143.258450633333,2362.879,0,2362.879,"ETH","Ethiopia",250564.85,106.0422035,NA,NA,NA,NA,NA,NA,10,0,0,0,0
6112,"Southern Nations, Nationalities, and People's Region","Sheka","2011-11",2011,153.055459166667,2362.879,0,2362.879,"ETH","Ethiopia",251151.033333333,106.290283666667,NA,NA,NA,NA,NA,NA,11,0,0,0,0
6113,"Southern Nations, Nationalities, and People's Region","Sheka","2011-12",2011,144.266290673333,2362.879,0,2362.879,"ETH","Ethiopia",251737.216666667,106.538363833333,NA,NA,NA,NA,NA,NA,12,0,0,0,0
6114,"Southern Nations, Nationalities, and People's Region","Sheka","2012-01",2012,121.934499493333,2362.879,0,2362.879,"ETH","Ethiopia",252323.4,106.786444,NA,NA,10803.01,1590.47,20.95,8.72,1,0,0,0,0
6115,"Southern Nations, Nationalities, and People's Region","Sheka","2012-02",2012,48.8190070366667,2362.879,0,2362.879,"ETH","Ethiopia",252909.583333333,107.034524166667,NA,NA,10803.01,1590.47,20.95,8.72,2,0,0,0,0
6116,"Southern Nations, Nationalities, and People's Region","Sheka","2012-03",2012,277.594882833333,2362.879,0,2362.879,"ETH","Ethiopia",253495.766666667,107.282604333333,NA,NA,10803.01,1590.47,20.95,8.72,3,0,0,0,0
6117,"Southern Nations, Nationalities, and People's Region","Sheka","2012-04",2012,121.782405163333,2362.879,0,2362.879,"ETH","Ethiopia",254081.95,107.5306845,NA,NA,10803.01,1590.47,20.95,8.72,4,0,0,0,0
6118,"Southern Nations, Nationalities, and People's Region","Sheka","2012-05",2012,210.8056653,2362.879,0,2362.879,"ETH","Ethiopia",254668.133333333,107.778764666667,NA,NA,10803.01,1590.47,20.95,8.72,5,0,0,0,0
6119,"Southern Nations, Nationalities, and People's Region","Sheka","2012-06",2012,168.4552273,2362.879,0,2362.879,"ETH","Ethiopia",255254.316666667,108.026844833333,NA,NA,10803.01,1590.47,20.95,8.72,6,0,0,0,0
6120,"Southern Nations, Nationalities, and People's Region","Sheka","2012-07",2012,222.564134066667,2362.879,0,2362.879,"ETH","Ethiopia",255840.5,108.274925,NA,NA,10803.01,1590.47,20.95,8.72,7,0,0,0,0
6121,"Southern Nations, Nationalities, and People's Region","Sheka","2012-08",2012,240.8111194,2362.879,0,2362.879,"ETH","Ethiopia",256426.683333333,108.523005166667,NA,NA,10803.01,1590.47,20.95,8.72,8,0,0,0,0
6122,"Southern Nations, Nationalities, and People's Region","Sheka","2012-09",2012,249.088119666667,2362.879,0,2362.879,"ETH","Ethiopia",257012.866666667,108.771085333333,NA,NA,10803.01,1590.47,20.95,8.72,9,0,0,0,0
6123,"Southern Nations, Nationalities, and People's Region","Sheka","2012-10",2012,129.601594333333,2362.879,0,2362.879,"ETH","Ethiopia",257599.05,109.0191655,NA,NA,10803.01,1590.47,20.95,8.72,10,0,0,0,0
6124,"Southern Nations, Nationalities, and People's Region","Sheka","2012-11",2012,98.98306833,2362.879,0,2362.879,"ETH","Ethiopia",258185.233333333,109.267245666667,NA,NA,10803.01,1590.47,20.95,8.72,11,0,0,0,0
6125,"Southern Nations, Nationalities, and People's Region","Sheka","2012-12",2012,92.6634169966667,2362.879,0,2362.879,"ETH","Ethiopia",258771.416666667,109.515325833333,NA,NA,10803.01,1590.47,20.95,8.72,12,0,0,0,0
6126,"Southern Nations, Nationalities, and People's Region","Sheka","2013-01",2013,42.7752840933333,2362.879,0,2362.879,"ETH","Ethiopia",259357.6,109.763406,NA,NA,53731.4,NA,34.16,NA,1,0,0,0,0
6127,"Southern Nations, Nationalities, and People's Region","Sheka","2013-02",2013,68.4460585933333,2362.879,0,2362.879,"ETH","Ethiopia",259943.783333333,110.011486166667,NA,NA,53731.4,NA,34.16,NA,2,0,0,0,0
6128,"Southern Nations, Nationalities, and People's Region","Sheka","2013-03",2013,112.237679746667,2362.879,0,2362.879,"ETH","Ethiopia",260529.966666667,110.259566333333,NA,NA,53731.4,NA,34.16,NA,3,0,0,0,0
6129,"Southern Nations, Nationalities, and People's Region","Sheka","2013-04",2013,107.126918933333,2362.879,0,2362.879,"ETH","Ethiopia",261116.15,110.5076465,NA,NA,53731.4,NA,34.16,NA,4,0,0,0,0
6130,"Southern Nations, Nationalities, and People's Region","Sheka","2013-05",2013,395.700334833333,2362.879,0,2362.879,"ETH","Ethiopia",261702.333333333,110.755726666667,NA,NA,53731.4,NA,34.16,NA,5,0,0,0,0
6131,"Southern Nations, Nationalities, and People's Region","Sheka","2013-06",2013,183.3445892,2362.879,0,2362.879,"ETH","Ethiopia",262288.516666667,111.003806833333,NA,NA,53731.4,NA,34.16,NA,6,0,0,0,0
6132,"Southern Nations, Nationalities, and People's Region","Sheka","2013-07",2013,194.3238255,2362.879,0,2362.879,"ETH","Ethiopia",262874.7,111.251887,NA,NA,53731.4,NA,34.16,NA,7,0,0,0,0
6133,"Southern Nations, Nationalities, and People's Region","Sheka","2013-08",2013,242.907098333333,2362.879,0,2362.879,"ETH","Ethiopia",263460.883333333,111.499967166667,NA,NA,53731.4,NA,34.16,NA,8,0,0,0,0
6134,"Southern Nations, Nationalities, and People's Region","Sheka","2013-09",2013,203.300183133333,2362.879,0,2362.879,"ETH","Ethiopia",264047.066666667,111.748047333333,NA,NA,53731.4,NA,34.16,NA,9,0,0,0,0
6135,"Southern Nations, Nationalities, and People's Region","Sheka","2013-10",2013,216.129193366667,2362.879,0,2362.879,"ETH","Ethiopia",264633.25,111.9961275,NA,NA,53731.4,NA,34.16,NA,10,0,0,0,0
6136,"Southern Nations, Nationalities, and People's Region","Sheka","2013-11",2013,144.8010247,2362.879,0,2362.879,"ETH","Ethiopia",265219.433333333,112.244207666667,NA,NA,53731.4,NA,34.16,NA,11,0,0,0,0
6137,"Southern Nations, Nationalities, and People's Region","Sheka","2013-12",2013,50.49652334,2362.879,0,2362.879,"ETH","Ethiopia",265805.616666667,112.492287833333,NA,NA,53731.4,NA,34.16,NA,12,0,0,0,0
6138,"Southern Nations, Nationalities, and People's Region","Sheka","2014-01",2014,45.86221164,2362.879,0,2362.879,"ETH","Ethiopia",266391.8,112.740368,NA,NA,56289.01,NA,33.68,NA,1,0,0,0,0
6139,"Southern Nations, Nationalities, and People's Region","Sheka","2014-02",2014,34.1533915833333,2362.879,0,2362.879,"ETH","Ethiopia",266977.983333333,112.988448166667,NA,NA,56289.01,NA,33.68,NA,2,0,0,0,0
6140,"Southern Nations, Nationalities, and People's Region","Sheka","2014-03",2014,106.72966459,2362.879,0,2362.879,"ETH","Ethiopia",267564.166666667,113.236528333333,NA,NA,56289.01,NA,33.68,NA,3,0,0,0,0
6141,"Southern Nations, Nationalities, and People's Region","Sheka","2014-04",2014,268.252661566667,2362.879,0,2362.879,"ETH","Ethiopia",268150.35,113.4846085,NA,NA,56289.01,NA,33.68,NA,4,0,0,0,0
6142,"Southern Nations, Nationalities, and People's Region","Sheka","2014-05",2014,292.6152054,2362.879,0,2362.879,"ETH","Ethiopia",268736.533333333,113.732688666667,NA,NA,56289.01,NA,33.68,NA,5,0,0,0,0
6143,"Southern Nations, Nationalities, and People's Region","Sheka","2014-06",2014,252.3126647,2362.879,0,2362.879,"ETH","Ethiopia",269322.716666667,113.980768833333,NA,NA,56289.01,NA,33.68,NA,6,0,0,0,0
6144,"Southern Nations, Nationalities, and People's Region","Sheka","2014-07",2014,231.6133145,2362.879,0,2362.879,"ETH","Ethiopia",269908.9,114.228849,NA,NA,56289.01,NA,33.68,NA,7,0,0,0,0
6145,"Southern Nations, Nationalities, and People's Region","Sheka","2014-08",2014,257.401048166667,2362.879,0,2362.879,"ETH","Ethiopia",270495.083333333,114.476929166667,NA,NA,56289.01,NA,33.68,NA,8,0,0,0,0
6146,"Southern Nations, Nationalities, and People's Region","Sheka","2014-09",2014,231.280185966667,2362.879,0,2362.879,"ETH","Ethiopia",271081.266666667,114.725009333333,NA,NA,56289.01,NA,33.68,NA,9,0,0,0,0
6147,"Southern Nations, Nationalities, and People's Region","Sheka","2014-10",2014,190.6612827,2362.879,0,2362.879,"ETH","Ethiopia",271667.45,114.9730895,NA,NA,56289.01,NA,33.68,NA,10,0,0,0,0
6148,"Southern Nations, Nationalities, and People's Region","Sheka","2014-11",2014,92.97955554,2362.879,0,2362.879,"ETH","Ethiopia",272253.633333333,115.221169666667,NA,NA,56289.01,NA,33.68,NA,11,0,0,0,0
6149,"Southern Nations, Nationalities, and People's Region","Sheka","2014-12",2014,97.4345550633333,2362.879,0,2362.879,"ETH","Ethiopia",272839.816666667,115.469249833333,NA,NA,56289.01,NA,33.68,NA,12,0,0,0,0
6150,"Southern Nations, Nationalities, and People's Region","Sheka","2015-01",2015,29.1470350433333,2362.879,0,2362.879,"ETH","Ethiopia",273426,115.71733,NA,NA,74467.25,NA,30.31,NA,1,0,0,0,0
6151,"Southern Nations, Nationalities, and People's Region","Sheka","2015-02",2015,40.83724721,2362.879,0,2362.879,"ETH","Ethiopia",274057.066666667,115.984405333333,NA,NA,74467.25,NA,30.31,NA,2,0,0,0,0
6152,"Southern Nations, Nationalities, and People's Region","Sheka","2015-03",2015,121.180786966667,2362.879,0,2362.879,"ETH","Ethiopia",274688.133333333,116.251480666667,NA,NA,74467.25,NA,30.31,NA,3,0,0,0,0
6153,"Southern Nations, Nationalities, and People's Region","Sheka","2015-04",2015,116.928599893333,2362.879,0,2362.879,"ETH","Ethiopia",275319.2,116.518556,NA,NA,74467.25,NA,30.31,NA,4,0,0,0,0
6154,"Southern Nations, Nationalities, and People's Region","Sheka","2015-05",2015,281.810335533333,2362.879,0,2362.879,"ETH","Ethiopia",275950.266666667,116.785631333333,NA,NA,74467.25,NA,30.31,NA,5,0,0,0,0
6155,"Southern Nations, Nationalities, and People's Region","Sheka","2015-06",2015,190.9712669,2362.879,0,2362.879,"ETH","Ethiopia",276581.333333333,117.052706666667,NA,NA,74467.25,NA,30.31,NA,6,0,0,0,0
6156,"Southern Nations, Nationalities, and People's Region","Sheka","2015-07",2015,221.456115966667,2362.879,0,2362.879,"ETH","Ethiopia",277212.4,117.319782,NA,NA,74467.25,NA,30.31,NA,7,0,0,0,0
6157,"Southern Nations, Nationalities, and People's Region","Sheka","2015-08",2015,243.987340733333,2362.879,0,2362.879,"ETH","Ethiopia",277843.466666667,117.586857333333,NA,NA,74467.25,NA,30.31,NA,8,0,0,0,0
6158,"Southern Nations, Nationalities, and People's Region","Sheka","2015-09",2015,260.035974366667,2362.879,0,2362.879,"ETH","Ethiopia",278474.533333333,117.853932666667,NA,NA,74467.25,NA,30.31,NA,9,0,0,0,0
6159,"Southern Nations, Nationalities, and People's Region","Sheka","2015-10",2015,233.657740766667,2362.879,0,2362.879,"ETH","Ethiopia",279105.6,118.121008,NA,NA,74467.25,NA,30.31,NA,10,0,0,0,0
6160,"Southern Nations, Nationalities, and People's Region","Sheka","2015-11",2015,108.098401466667,2362.879,0,2362.879,"ETH","Ethiopia",279736.666666667,118.388083333333,NA,NA,74467.25,NA,30.31,NA,11,0,0,0,0
6161,"Southern Nations, Nationalities, and People's Region","Sheka","2015-12",2015,115.163394423333,2362.879,0,2362.879,"ETH","Ethiopia",280367.733333333,118.655158666667,NA,NA,74467.25,NA,30.31,NA,12,0,0,0,0
6162,"Southern Nations, Nationalities, and People's Region","Sheka","2016-01",2016,66.4974974166667,2362.879,0,2362.879,"ETH","Ethiopia",280998.8,118.922234,NA,NA,NA,2198.18,NA,10.48,1,0,0,0,0
6163,"Southern Nations, Nationalities, and People's Region","Sheka","2016-02",2016,60.3902861,2362.879,0,2362.879,"ETH","Ethiopia",281629.866666667,119.189309333333,NA,NA,NA,2198.18,NA,10.48,2,0,0,0,0
6164,"Southern Nations, Nationalities, and People's Region","Sheka","2016-03",2016,110.007952233333,2362.879,0,2362.879,"ETH","Ethiopia",282260.933333333,119.456384666667,NA,NA,NA,2198.18,NA,10.48,3,0,0,0,0
6165,"Southern Nations, Nationalities, and People's Region","Sheka","2016-04",2016,202.464466266667,2362.879,0,2362.879,"ETH","Ethiopia",282892,119.72346,NA,NA,NA,2198.18,NA,10.48,4,0,0,0,0
6166,"Southern Nations, Nationalities, and People's Region","Sheka","2016-05",2016,346.231006733333,2362.879,0,2362.879,"ETH","Ethiopia",283523.066666667,119.990535333333,NA,NA,NA,2198.18,NA,10.48,5,0,0,0,0
6167,"Southern Nations, Nationalities, and People's Region","Sheka","2016-06",2016,208.1852439,2362.879,0,2362.879,"ETH","Ethiopia",284154.133333333,120.257610666667,NA,NA,NA,2198.18,NA,10.48,6,0,0,0,0
6168,"Southern Nations, Nationalities, and People's Region","Sheka","2016-07",2016,226.5628459,2362.879,0,2362.879,"ETH","Ethiopia",284785.2,120.524686,NA,NA,NA,2198.18,NA,10.48,7,0,0,0,0
6169,"Southern Nations, Nationalities, and People's Region","Sheka","2016-08",2016,259.614455966667,2362.879,0,2362.879,"ETH","Ethiopia",285416.266666667,120.791761333333,NA,NA,NA,2198.18,NA,10.48,8,0,0,0,0
6170,"Southern Nations, Nationalities, and People's Region","Sheka","2016-09",2016,261.3673322,2362.879,0,2362.879,"ETH","Ethiopia",286047.333333333,121.058836666667,NA,NA,NA,2198.18,NA,10.48,9,0,0,0,0
6171,"Southern Nations, Nationalities, and People's Region","Sheka","2016-10",2016,181.9924508,2362.879,0,2362.879,"ETH","Ethiopia",286678.4,121.325912,NA,NA,NA,2198.18,NA,10.48,10,0,0,0,0
