"d3mIndex","Region","Zone","Date","Year","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","population","population_density","MaizeRetailPrice_li","WheatRetailPrice_li","MaizeProductionQuintal","WheatProductionQuintal","MaizeYieldQtHa","WheatYieldQtHa","Month","AnyAction","IndirectConflict","DirectConflict","Protest"
1047,"Amhara","North Wello","2011-03",2011,53.278198157,12297.11,0,12297.11,"ETH","Ethiopia",1788638.1,145.451963333333,3.69506155555556,NA,NA,NA,NA,NA,3,0,0,0,0
1048,"Amhara","North Wello","2011-04",2011,71.695319704,12297.11,0,12297.11,"ETH","Ethiopia",1791539.75,145.687925,3.73148133333333,NA,NA,NA,NA,NA,4,0,0,0,0
1049,"Amhara","North Wello","2011-05",2011,78.125870159,12297.11,0,12297.11,"ETH","Ethiopia",1794441.4,145.923886666667,3.76790111111111,NA,NA,NA,NA,NA,5,0,0,0,0
1050,"Amhara","North Wello","2011-06",2011,28.120316199,12297.11,0,12297.11,"ETH","Ethiopia",1797343.05,146.159848333333,3.80432088888889,NA,NA,NA,NA,NA,6,0,0,0,0
1051,"Amhara","North Wello","2011-07",2011,241.74032464,12297.11,0,12297.11,"ETH","Ethiopia",1800244.7,146.39581,3.84074066666667,NA,NA,NA,NA,NA,7,0,0,0,0
1052,"Amhara","North Wello","2011-08",2011,303.1154696,12297.11,0,12297.11,"ETH","Ethiopia",1803146.35,146.631771666667,3.87716044444444,NA,NA,NA,NA,NA,8,0,0,0,0
1053,"Amhara","North Wello","2011-09",2011,62.788645612,12297.11,0,12297.11,"ETH","Ethiopia",1806048,146.867733333333,3.91358022222222,NA,NA,NA,NA,NA,9,0,0,0,0
1054,"Amhara","North Wello","2011-10",2011,13.498634183,12297.11,0,12297.11,"ETH","Ethiopia",1808949.65,147.103695,3.95,NA,NA,NA,NA,NA,10,0,0,0,0
1055,"Amhara","North Wello","2011-11",2011,98.295607771,12297.11,0,12297.11,"ETH","Ethiopia",1811851.3,147.339656666667,4.74,NA,NA,NA,NA,NA,11,0,0,0,0
1056,"Amhara","North Wello","2011-12",2011,5.3094627319,12297.11,0,12297.11,"ETH","Ethiopia",1814752.95,147.575618333333,5.102778,NA,NA,NA,NA,NA,12,0,0,0,0
1057,"Amhara","North Wello","2012-01",2012,7.7929303705,12297.11,0,12297.11,"ETH","Ethiopia",1817654.6,147.81158,5.465556,NA,94903.77,348658.93,12.85,13.41,1,0,0,0,0
1058,"Amhara","North Wello","2012-02",2012,6.9343372914,12297.11,0,12297.11,"ETH","Ethiopia",1820556.25,148.047541666667,5.47271644444444,NA,94903.77,348658.93,12.85,13.41,2,0,0,0,0
1059,"Amhara","North Wello","2012-03",2012,150.336206244,12297.11,0,12297.11,"ETH","Ethiopia",1823457.9,148.283503333333,5.47987688888889,NA,94903.77,348658.93,12.85,13.41,3,0,0,0,0
1060,"Amhara","North Wello","2012-04",2012,145.084628368,12297.11,0,12297.11,"ETH","Ethiopia",1826359.55,148.519465,5.48703733333333,NA,94903.77,348658.93,12.85,13.41,4,0,0,0,0
1061,"Amhara","North Wello","2012-05",2012,36.599299922,12297.11,0,12297.11,"ETH","Ethiopia",1829261.2,148.755426666667,5.49419777777778,NA,94903.77,348658.93,12.85,13.41,5,0,0,0,0
1062,"Amhara","North Wello","2012-06",2012,33.47519439,12297.11,0,12297.11,"ETH","Ethiopia",1832162.85,148.991388333333,5.50135822222222,NA,94903.77,348658.93,12.85,13.41,6,0,0,0,0
1063,"Amhara","North Wello","2012-07",2012,329.74197149,12297.11,0,12297.11,"ETH","Ethiopia",1835064.5,149.22735,5.50851866666667,NA,94903.77,348658.93,12.85,13.41,7,1,1,0,1
1064,"Amhara","North Wello","2012-08",2012,271.0745177,12297.11,0,12297.11,"ETH","Ethiopia",1837966.15,149.463311666667,5.51567911111111,NA,94903.77,348658.93,12.85,13.41,8,0,0,0,0
1065,"Amhara","North Wello","2012-09",2012,34.791765685,12297.11,0,12297.11,"ETH","Ethiopia",1840867.8,149.699273333333,5.52283955555556,NA,94903.77,348658.93,12.85,13.41,9,0,0,0,0
1066,"Amhara","North Wello","2012-10",2012,17.2041905533,12297.11,0,12297.11,"ETH","Ethiopia",1843769.45,149.935235,5.53,NA,94903.77,348658.93,12.85,13.41,10,0,0,0,0
1067,"Amhara","North Wello","2012-11",2012,15.405632458,12297.11,0,12297.11,"ETH","Ethiopia",1846671.1,150.171196666667,5.85,NA,94903.77,348658.93,12.85,13.41,11,0,0,0,0
1068,"Amhara","North Wello","2012-12",2012,8.1820252117,12297.11,0,12297.11,"ETH","Ethiopia",1849572.75,150.407158333333,6,NA,94903.77,348658.93,12.85,13.41,12,0,0,0,0
1069,"Amhara","North Wello","2013-01",2013,16.7418490662,12297.11,0,12297.11,"ETH","Ethiopia",1852474.4,150.64312,6.991667,NA,81467.95,308482.31,13.38,13.21,1,2,2,0,0
1070,"Amhara","North Wello","2013-02",2013,3.7128552356,12297.11,0,12297.11,"ETH","Ethiopia",1855376.05,150.879081666667,6.90151545454545,NA,81467.95,308482.31,13.38,13.21,2,0,0,0,0
1071,"Amhara","North Wello","2013-03",2013,32.143349978,12297.11,0,12297.11,"ETH","Ethiopia",1858277.7,151.115043333333,6.81136390909091,NA,81467.95,308482.31,13.38,13.21,3,1,0,0,0
1072,"Amhara","North Wello","2013-04",2013,83.007660559,12297.11,0,12297.11,"ETH","Ethiopia",1861179.35,151.351005,6.72121236363636,NA,81467.95,308482.31,13.38,13.21,4,0,0,0,0
1073,"Amhara","North Wello","2013-05",2013,29.861510636,12297.11,0,12297.11,"ETH","Ethiopia",1864081,151.586966666667,6.63106081818182,NA,81467.95,308482.31,13.38,13.21,5,0,0,0,0
1074,"Amhara","North Wello","2013-06",2013,29.26731339,12297.11,0,12297.11,"ETH","Ethiopia",1866982.65,151.822928333333,6.54090927272727,NA,81467.95,308482.31,13.38,13.21,6,0,0,0,0
1075,"Amhara","North Wello","2013-07",2013,311.35300402,12297.11,0,12297.11,"ETH","Ethiopia",1869884.3,152.05889,6.45075772727273,NA,81467.95,308482.31,13.38,13.21,7,0,0,0,0
1076,"Amhara","North Wello","2013-08",2013,260.21825558,12297.11,0,12297.11,"ETH","Ethiopia",1872785.95,152.294851666667,6.36060618181818,NA,81467.95,308482.31,13.38,13.21,8,0,0,0,0
1077,"Amhara","North Wello","2013-09",2013,39.497082523,12297.11,0,12297.11,"ETH","Ethiopia",1875687.6,152.530813333333,6.27045463636364,NA,81467.95,308482.31,13.38,13.21,9,0,0,0,0
1078,"Amhara","North Wello","2013-10",2013,84.102437571,12297.11,0,12297.11,"ETH","Ethiopia",1878589.25,152.766775,6.18030309090909,NA,81467.95,308482.31,13.38,13.21,10,0,0,0,0
1079,"Amhara","North Wello","2013-11",2013,14.8792743137,12297.11,0,12297.11,"ETH","Ethiopia",1881490.9,153.002736666667,6.09015154545455,NA,81467.95,308482.31,13.38,13.21,11,0,0,0,0
1080,"Amhara","North Wello","2013-12",2013,4.221479007,12297.11,0,12297.11,"ETH","Ethiopia",1884392.55,153.238698333333,6,NA,81467.95,308482.31,13.38,13.21,12,0,0,0,0
1081,"Amhara","North Wello","2014-01",2014,6.1969930738,12297.11,0,12297.11,"ETH","Ethiopia",1887294.2,153.47466,5.80625,NA,94256.84,420759.86,15.89,13.67,1,0,0,0,0
1082,"Amhara","North Wello","2014-02",2014,20.804400305,12297.11,0,12297.11,"ETH","Ethiopia",1890195.85,153.710621666667,5.79666666666667,NA,94256.84,420759.86,15.89,13.67,2,0,0,0,0
1083,"Amhara","North Wello","2014-03",2014,38.842165965,12297.11,0,12297.11,"ETH","Ethiopia",1893097.5,153.946583333333,5.78708333333333,NA,94256.84,420759.86,15.89,13.67,3,0,0,0,0
1084,"Amhara","North Wello","2014-04",2014,49.268213454,12297.11,0,12297.11,"ETH","Ethiopia",1895999.15,154.182545,5.7775,NA,94256.84,420759.86,15.89,13.67,4,0,0,0,0
1085,"Amhara","North Wello","2014-05",2014,87.523963441,12297.11,0,12297.11,"ETH","Ethiopia",1898900.8,154.418506666667,5.76791666666667,NA,94256.84,420759.86,15.89,13.67,5,0,0,0,0
1086,"Amhara","North Wello","2014-06",2014,21.903209987,12297.11,0,12297.11,"ETH","Ethiopia",1901802.45,154.654468333333,5.75833333333333,NA,94256.84,420759.86,15.89,13.67,6,0,0,0,0
1087,"Amhara","North Wello","2014-07",2014,237.97019521,12297.11,0,12297.11,"ETH","Ethiopia",1904704.1,154.89043,5.74875,NA,94256.84,420759.86,15.89,13.67,7,0,0,0,0
1088,"Amhara","North Wello","2014-08",2014,294.143354,12297.11,0,12297.11,"ETH","Ethiopia",1907605.75,155.126391666667,5.73916666666667,NA,94256.84,420759.86,15.89,13.67,8,0,0,0,0
1089,"Amhara","North Wello","2014-09",2014,119.94238798,12297.11,0,12297.11,"ETH","Ethiopia",1910507.4,155.362353333333,5.72958333333333,NA,94256.84,420759.86,15.89,13.67,9,0,0,0,0
1090,"Amhara","North Wello","2014-10",2014,49.397543193,12297.11,0,12297.11,"ETH","Ethiopia",1913409.05,155.598315,5.72,NA,94256.84,420759.86,15.89,13.67,10,0,0,0,0
1091,"Amhara","North Wello","2014-11",2014,21.971542134,12297.11,0,12297.11,"ETH","Ethiopia",1916310.7,155.834276666667,5.14,NA,94256.84,420759.86,15.89,13.67,11,0,0,0,0
1092,"Amhara","North Wello","2014-12",2014,9.2190659342,12297.11,0,12297.11,"ETH","Ethiopia",1919212.35,156.070238333333,4.74,NA,94256.84,420759.86,15.89,13.67,12,0,0,0,0
1093,"Amhara","North Wello","2015-01",2015,2.6076538782,12297.11,0,12297.11,"ETH","Ethiopia",1922114,156.3062,4.326667,NA,120927.76,652066.51,18.1,18.14,1,0,0,0,0
1094,"Amhara","North Wello","2015-02",2015,4.0347998593,12297.11,0,12297.11,"ETH","Ethiopia",1925024.2,156.542856666667,NA,NA,120927.76,652066.51,18.1,18.14,2,0,0,0,0
1095,"Amhara","North Wello","2015-03",2015,66.010260666,12297.11,0,12297.11,"ETH","Ethiopia",1927934.4,156.779513333333,NA,NA,120927.76,652066.51,18.1,18.14,3,0,0,0,0
1096,"Amhara","North Wello","2015-04",2015,40.195674893,12297.11,0,12297.11,"ETH","Ethiopia",1930844.6,157.01617,NA,NA,120927.76,652066.51,18.1,18.14,4,0,0,0,0
1097,"Amhara","North Wello","2015-05",2015,70.297334851,12297.11,0,12297.11,"ETH","Ethiopia",1933754.8,157.252826666667,NA,NA,120927.76,652066.51,18.1,18.14,5,0,0,0,0
1098,"Amhara","North Wello","2015-06",2015,35.097137953,12297.11,0,12297.11,"ETH","Ethiopia",1936665,157.489483333333,NA,NA,120927.76,652066.51,18.1,18.14,6,0,0,0,0
1099,"Amhara","North Wello","2015-07",2015,91.439988999,12297.11,0,12297.11,"ETH","Ethiopia",1939575.2,157.72614,NA,NA,120927.76,652066.51,18.1,18.14,7,0,0,0,0
1100,"Amhara","North Wello","2015-08",2015,267.06332593,12297.11,0,12297.11,"ETH","Ethiopia",1942485.4,157.962796666667,NA,NA,120927.76,652066.51,18.1,18.14,8,0,0,0,0
1101,"Amhara","North Wello","2015-09",2015,68.203477155,12297.11,0,12297.11,"ETH","Ethiopia",1945395.6,158.199453333333,NA,NA,120927.76,652066.51,18.1,18.14,9,0,0,0,0
1102,"Amhara","North Wello","2015-10",2015,10.8089877757,12297.11,0,12297.11,"ETH","Ethiopia",1948305.8,158.43611,NA,NA,120927.76,652066.51,18.1,18.14,10,0,0,0,0
1103,"Amhara","North Wello","2015-11",2015,23.450426877,12297.11,0,12297.11,"ETH","Ethiopia",1951216,158.672766666667,NA,NA,120927.76,652066.51,18.1,18.14,11,0,0,0,0
1104,"Amhara","North Wello","2015-12",2015,36.310479731,12297.11,0,12297.11,"ETH","Ethiopia",1954126.2,158.909423333333,NA,NA,120927.76,652066.51,18.1,18.14,12,0,0,0,0
